"","X.1","X","author_name","author_url","language","place_id","profile_photo_url","rating","relative_time_description","text","time","cleaned_text","text_tag","nooffoodtags","tag_american","tag_mediterranean","tag_caribbean","tag_vegan","tag_fast.food","tag_breweries","tag_sum","tag_bars","tag_french","tag_soup","tag_bagels","tag_vietnamese","tag_italian","tag_steakhouses","tag_burgers","tag_hawaiian","tag_chicken.wings","tag_middle.eastern","tag_comfort.food","tag_food.trucks","tag_salad","tag_southern","tag_karaoke","tag_sandwiches","tag_soul.food","tag_greek","tag_cheesesteaks","tag_poke","tag_vegetarian","tag_gluten.free","tag_desserts","tag_breakfast.brunch","tag_diners","tag_mexican","tag_tex.mex","tag_delis","tag_hot.dogs","tag_chinese","tag_barbeque","tag_buffets","tag_thai","tag_noodles","tag_wraps","tag_asian.fusion","tag_cafes","tag_donuts","tag_pizza","tag_japanese","tag_indian","tag_korean","tag_local.flavor","tag_seafood","Latitude","Longitude","state","city","zipCode","address","name"
"1410",1410,1410,"art dilger","https://www.google.com/maps/contrib/117069146046470074216/reviews","en","ChIJvxjRrjLoMIgRJiBLrhw752s","https://lh4.googleusercontent.com/-CRdB4QwEkZc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdY9pPuTZEnaYUB8o6gKoZjp3zlgw/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a month ago","good value. burgers, italian sandwich, cob salad were enjoyed by family. reasonably priced. variety of burgers, sandwiches,  pizza, wins, salads, steaks, normal bar food fare.",1551060191,"good valu burger italian sandwich cob salad enjoy famili reason price varieti burger sandwich pizza win salad steak normal bar food fare"," italian pizza sandwiches salad burgers",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.314641,-81.734456,"OH","north royalton","44133","13875 Ridge Rd","mastro's the 3 spot"
"1411",1411,1411,"chrissy grzadzinski","https://www.google.com/maps/contrib/112766280985047944166/reviews","en","ChIJvxjRrjLoMIgRJiBLrhw752s","https://lh4.googleusercontent.com/-bAzvpGFeutc/AAAAAAAAAAI/AAAAAAAABVs/cIcrzsuW9Fw/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"5 months ago","great, hometown feel, bar and grill! came in while visiting the area from out of town, saw the reviews on trip advisor as well as google and it did not disappoint! 
diana (or diane), the owner, came by to chat, i'm sure she figured out we were from out of town since we stood at the front and waited to be seated after calling ahead because we knew the place would be packed. hubby and i explained we were exploring the area, decided to stop in based on reviews and she was delighted. 
waitress was excellent, on top of our drinks constantly, always asking if we needed anything and the drink selection was awesome! lots of tvs to watch any game going on for the night, typical sports bar. 
we both ordered awesome wings and an amazing salad! the wings have tons of choices for sauces or dry rubs and they are fantastic! the salad was just amazing!
would totally recommend! thank you and check it out, especially if the sports bar and grill is your thing.",1540085747,"great hometown feel bar grill came visit area town saw review trip advisor well googl disappoint diana dian owner came chat sure figur town sinc stood front wait seat call ahead becaus knew place would pack hubbi explain explor area decid stop base review delight waitress excel top drink constant alway ask need anyth drink select awesom lot tvs watch ani game go night typic sport bar order awesom wing amaz salad wing ton choic sauc dri rub fantast salad amaz would total recommend thank check especi sport bar grill thing"," salad",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.314641,-81.734456,"OH","north royalton","44133","13875 Ridge Rd","mastro's the 3 spot"
"1412",1412,1412,"commander x","https://www.google.com/maps/contrib/118434345941376952439/reviews","en","ChIJIcgu_S_oMIgRRaNMmak1l7k","https://lh3.googleusercontent.com/-Rha0e6GRfsA/AAAAAAAAAAI/AAAAAAAAATA/WtNpc1FGzJc/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"a month ago","the food is fantastic, and the service is great also. i wouldn't go anywhere else for the pizza or ribs. everything is homemade and unique in taste. yes, sometimes they aren't as fast as we all would like it to be, but be patient. the food is worth the wait. with delivery, 45 min-1 hour is reasonably, they aren't pizza hut or papa johns! the hostess are very nice also, very busy at times but once again...they will get to you. they aren't olive garden...everyone is very busy behind the counter. i have always had a great view of this family restaurant. thanks guys! your the best!!",1551109114,"food fantast servic great also go anywher els pizza rib everyth homemad uniqu tast yes sometim fast would like patient food worth wait deliveri min hour reason pizza hut papa john hostess veri nice also veri busi time onc get oliv garden everyon veri busi behind counter alway great view famili restaur thank guy best"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.313429,-81.724784,"OH","north royalton","44133","14084 State Rd","augie's pizza & catering"
"1413",1413,1413,"erika harrison","https://www.google.com/maps/contrib/101347961652351766327/reviews","en","ChIJIcgu_S_oMIgRRaNMmak1l7k","https://lh3.googleusercontent.com/-ha7H7nXRxII/AAAAAAAAAAI/AAAAAAAAGZs/ONwQPFZ-lGA/s128-c0x00000000-cc-rp-mo/photo.jpg",4,"a month ago","very comfortable atmosphere. great warmth and vibe. food was delicious. we had the mushroom brie soup and half of a meat sub! both were excellent. soup was not quite warm enough when it came out but was scrumptious anyway.",1549394779,"veri comfort atmospher great warmth vibe food delici mushroom brie soup half meat sub excel soup quit warm enough came scrumptious anyway"," soup",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.313429,-81.724784,"OH","north royalton","44133","14084 State Rd","augie's pizza & catering"
"1414",1414,1414,"justin kobak","https://www.google.com/maps/contrib/100782008934592773945/reviews","en","ChIJlf4pIgDpMIgRrv_hKBrSmEo","https://lh4.googleusercontent.com/-T_e7N3Byw8M/AAAAAAAAAAI/AAAAAAAACiI/c93jnihPtxw/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"2 years ago","awesome drinks and food.  the staff is friendly and takes care of you like family.  we love going here for trivia night, and to watch our indians, and browns.  check it out if you get a chance!",1486553490,"awesom drink food staff friend take care like famili love go trivia night watch indian brown check get chanc"," indian",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.346025,-81.735052,"OH","north royalton","44133","6824 Bunker Rd","bunker bar & grill"
"1415",1415,1415,"adolfo umana","https://www.google.com/maps/contrib/101682397102883513752/reviews","en","ChIJfdlZIwDpMIgReAS55rodgW0","https://lh6.googleusercontent.com/-Nscp8nba7rM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd2C2idIuP6c8CZhkt6o8ehwXfnkw/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"4 months ago","very friendly, nice service and great food, we enjoyed their pizza. we recommend it, if you want to have a good time with your family and friends this is the place. umana's family.",1543273497,"veri friend nice servic great food enjoy pizza recommend want good time famili friend place umana famili"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.3459144,-81.7353908,"OH","north royalton","44133","8611 Ridge Rd","firehouse pizza & ribs"
"1416",1416,1416,"kenneth stahorsky","https://www.google.com/maps/contrib/108927971791777624871/reviews","en","ChIJfdlZIwDpMIgReAS55rodgW0","https://lh6.googleusercontent.com/-HsYxAc2Xfis/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf7ahAMQx2dLdfBteF5F6O8QVAhsw/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",4,"5 months ago","nice local bar & grill
great pizza a wings. good variety of menus items and a daily special of the day for the week. owner checks often to see if customers are satisfied.",1540069117,"nice local bar grill great pizza wing good varieti menus item daili special day week owner check often see custom satisfi"," pizza",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.3459144,-81.7353908,"OH","north royalton","44133","8611 Ridge Rd","firehouse pizza & ribs"
"1417",1417,1417,"lord sterling","https://www.google.com/maps/contrib/115048834776781389763/reviews","en","ChIJwQTBx0nOyIARrcklA_U24v8","https://lh5.googleusercontent.com/-WiGa5ePfnac/AAAAAAAAAAI/AAAAAAAAAYA/YFkSeKStziU/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"4 months ago","my lady and i discovered greens & proteins about a year ago. the food has been great as well as the juices and smoothies. unfortunately our most recent experiences have not met our expectations. last week my food was so terrible that i saved it until i got off work and gave it to my dog. today my lady and i ordered a couple of wraps and once again they were terrible. the food is not what drove me to give this place 1 star, it was after speaking to the manager that i decided this place will no longer get our business. i explained to the manager that my cajun angus wrap was nothing more than ground beef with a few pieces of cabbage, not slaw. she then goes on to tell me that that's how the wraps are made and then proceeded to tell me the ingredients. wait.. i tell you the quality that i'm use to receiving from your establishment, then i tell you the quality has not been met and you tell me that's how it should be? at that point i just cut her off and once again let her know that i have ordered this more than 20 times and i know what to expect. at this point she proceeded to tell me how she was going to rectify the issue but by then i had tuned her out and was in a rush to get off of the phone. i figured with the hundreds of dollars we've spent at this established we definitely deserved better. so our search begins for the next healthy spot with good food.",1544043417,"ladi discov green protein year ago food great well juic smoothi unfortun recent experi met expect last week food terribl save got work gave dog today ladi order coupl wrap onc terribl food drove give place star speak manag decid place longer get busi explain manag cajun angus wrap noth ground beef piec cabbag slaw goe tell wrap made proceed tell ingredi wait tell qualiti use receiv establish tell qualiti met tell point cut onc let know order time know expect point proceed tell go rectifi issu tune rush get phone figur hundr dollar spent establish definit deserv better search begin next healthi spot good food"," wraps",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.0262516,-115.119209,"NV","las vegas","89123","8975 S Eastern Ave","greens and proteins eastern"
"1418",1418,1418,"madison walker","https://www.google.com/maps/contrib/108088593553262872999/reviews","en","ChIJwQTBx0nOyIARrcklA_U24v8","https://lh6.googleusercontent.com/-wyxXgjdK-dw/AAAAAAAAAAI/AAAAAAAAAM4/PvE8wO02dF8/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",5,"a month ago","ate here for lunch with a friend. it was so good i came back for dinner with two other friends. french toast, salad, avocado toast, wrap, sweet potato fries, smoothies. you can't go wrong. filling, but not too full. and the food doesn't sit heavy! a++++",1550892786,"ate lunch friend good came back dinner two friend french toast salad avocado toast wrap sweet potato fri smoothi go wrong fill full food sit heavi"," salad french",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0262516,-115.119209,"NV","las vegas","89123","8975 S Eastern Ave","greens and proteins eastern"
"1419",1419,1419,"melissa dougherty","https://www.google.com/maps/contrib/112952638857600166918/reviews","en","ChIJwQTBx0nOyIARrcklA_U24v8","https://lh4.googleusercontent.com/-0GI3NJL5dW0/AAAAAAAAAAI/AAAAAAAACoA/1V3RJJ7jBu4/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"2 months ago","this place is consistent with quality, creative delicious options. more importantly an excellent choice for those people who are more aware of what they consume and how that has an enormous impact on all other life and our planet . i would not take lord sterling's review into consideration, this person is very negative about anything and everything. definitely not able to provide any constructive criticism as an intelligent adult. more like a spoiled child throwing a tantrum. it's not helpful or productive to be terribly negative and difficult regarding a review; giving the business absolutely no opportunity to understand or address any issues.",1547594411,"place consist qualiti creativ delici option import excel choic peopl awar consum enorm impact life planet would take lord sterl review consider person veri negat anyth everyth definit abl provid ani construct critic intellig adult like spoil child throw tantrum help product terribl negat difficult regard review give busi absolut opportun understand address ani issu"," sum",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0262516,-115.119209,"NV","las vegas","89123","8975 S Eastern Ave","greens and proteins eastern"
"1420",1420,1420,"kimberly clark","https://www.google.com/maps/contrib/116167238099320987671/reviews","en","ChIJ2XFmUKvPyIAR455vqtCsF2o","https://lh6.googleusercontent.com/--YK7chd9Q-g/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcmc7ivihuFv9g617gK8VwxiWq1Eg/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"3 months ago","we always have great sandwiches and service and the cookies are always fresh",1545272438,"alway great sandwich servic cooki alway fresh"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.030059,-115.1353624,"NV","las vegas","89123","8790 S Maryland Pkwy","subway restaurants"
"1421",1421,1421,"tracy cervantes","https://www.google.com/maps/contrib/112529757797140742912/reviews","en","ChIJe2-SYD_OyIAR0y64GBoM4eU","https://lh4.googleusercontent.com/-ffcXKqYyIlI/AAAAAAAAAAI/AAAAAAAAGWo/xcNEUCcQsWQ/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg",4,"4 months ago","love the bagels and deals of the business. all that is lacking is decent customer service. just had the girl for fill our order with an attitude not to mention rubbed her eye with her gloved finger. 

never asked us if we wanted our bagels cut nor our rewards information. it's been sometime since i went to panera bread. guess i will tomorrow morning.",1543242412,"love bagel deal busi lack decent custom servic girl fill order attitud mention rub eye glove finger never ask us want bagel cut reward inform sometim sinc went panera bread guess tomorrow morn"," bagels",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0175829,-115.1175275,"NV","las vegas","89123","9480 S Eastern Ave","einstein bros. bagels"
"1422",1422,1422,"scott derringer","https://www.google.com/maps/contrib/101021163203898051468/reviews","en","ChIJe2-SYD_OyIAR0y64GBoM4eU","https://lh4.googleusercontent.com/-omecDcug_p0/AAAAAAAAAAI/AAAAAAAAHm8/2Mqi8xsr9Po/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",5,"6 months ago","great bagels at a reasonable price. they have a large variety of bagels which are always fresh and tasty. a large variety of cream cheese schmears are also available and are easily spreadable and very flavorful. they also have a good variety of bagel sandwiches which are always very tasty and prepared fresh while you wait. i highly recommend them for all of your bagel needs.",1538250919,"great bagel reason price larg varieti bagel alway fresh tasti larg varieti cream chees schmear also avail easili spreadabl veri flavor also good varieti bagel sandwich alway veri tasti prepar fresh wait high recommend bagel need"," sandwiches bagels",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0175829,-115.1175275,"NV","las vegas","89123","9480 S Eastern Ave","einstein bros. bagels"
"1423",1423,1423,"the702medic","https://www.google.com/maps/contrib/103140717290224132964/reviews","en","ChIJe2-SYD_OyIAR0y64GBoM4eU","https://lh5.googleusercontent.com/-wQoJeezNONs/AAAAAAAAAAI/AAAAAAAAAnY/b1GmIgfwVOk/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"5 months ago","amazing bagels! our emergency room staff usually puts in a online order once a week and is always thrilled with the customer service. no matter how many bagels we order it never seems to be enough!",1539092942,"amaz bagel emerg room staff usual put onlin order onc week alway thrill custom servic matter mani bagel order never seem enough"," bagels",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0175829,-115.1175275,"NV","las vegas","89123","9480 S Eastern Ave","einstein bros. bagels"
"1424",1424,1424,"kevin simala","https://www.google.com/maps/contrib/101287092349368172369/reviews","en","ChIJe2-SYD_OyIAR0y64GBoM4eU","https://lh3.googleusercontent.com/-9XgzdZ57xes/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reXn5svD5F2QRWq-KU3uU_Jz_6e7Q/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",3,"5 months ago","again, another chain store that gets more right than wrong but lacks some of the important pieces, like bagels! you got it, there are often disappointments as they run out of the more popular kinds, like poppyseed. after running out three times, i  mentioned it to the manager and she said it wasn't a popular bagel. could of fooled me! and then she recommended i call ahead first. excuse me? i'm trying to get bagels here, not a window table at ""tavern on the green""!
and their smoked salmon is all farm raised, which a medical school that investigated farmed salmon said it's so full of contaminates which cause cancer that it should be labeled as ""poison""! not my words folks but those of medicine at a university level. not to mention that einstein's freezes all their salmon. 
anything else?
go there if you're feeling lucky and it's not friday or saturday because they're way to busy and it's a hassle.
welcome to the new millennium!",1540787983,"anoth chain store get right wrong lack import piec like bagel got often disappoint run popular kind like poppyse run three time mention manag said popular bagel could fool recommend call ahead first excus tri get bagel window tabl tavern green smoke salmon farm rais medic school investig farm salmon said full contamin caus cancer label poison word folk medicin univers level mention einstein freez salmon anyth els go feel lucki friday saturday becaus way busi hassl welcom new millennium"," bagels",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0175829,-115.1175275,"NV","las vegas","89123","9480 S Eastern Ave","einstein bros. bagels"
"1425",1425,1425,"jack conley","https://www.google.com/maps/contrib/110118743478513889203/reviews","en","ChIJEfe6zHfxNIgRGR0MD0pIGHU","https://lh4.googleusercontent.com/-uLkPReyFgJc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcqLnPxeh5kaCFXyiDPzXSnNSqkQA/s128-c0x00000000-cc-rp-mo/photo.jpg",5,"3 weeks ago","lunch buffet with granddaughter.  both had the $11.99 luncheon buffet.  soup salad and schnitzel, wursts and sides were delicious.  we left full and for $25 you can't beat the price for quality food. will do it again. you must try it as there was a very small amount of people there at 1pm. for the cost and quantity plus quality i don't understand why the restaurant isn't full.",1552509068,"lunch buffet granddaught luncheon buffet soup salad schnitzel wurst side delici left full beat price qualiti food must tri veri small amount peopl pm cost quantiti plus qualiti understand whi restaur full"," salad soup",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4287081,-79.9645651,"PA","pittsburgh","15203","2705 S Water St","hofbräuhaus pittsburgh"
"1426",1426,1426,"michael moog","https://www.google.com/maps/contrib/106666437538874244353/reviews","en","ChIJFS5dgnbxNIgRsl0CMLInqOI","https://lh3.googleusercontent.com/-ov6pmbHOB3Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rezLdnlkgH4JMp62nrxA_lttNenmQ/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",5,"3 weeks ago","very cool place to eat. nothing fancy, but the food and service we're great. nadine's was featured on diners, drive-ins and dives. we'll worth visiting.",1552440571,"veri cool place eat noth fanci food servic great nadin featur diner drive dive worth visit"," diners",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4264014,-79.9672847,"PA","pittsburgh","15203","19 S 27th St","nadine's restaurant"
"1427",1427,1427,"becky sarsfield","https://www.google.com/maps/contrib/107930117641845119961/reviews","en","ChIJdZjQx27xNIgROx5Oy5ORrK0","https://lh4.googleusercontent.com/-P5wMnEhybqY/AAAAAAAAAAI/AAAAAAAAACM/_roFTJ4qnBw/s128-c0x00000000-cc-rp-mo-ba5/photo.jpg",5,"3 weeks ago","first time here, but won't be the last! very friendly staff! quite accommodating for small children!! food was fresh and served hot - even with a very busy crowd! (which can be unusual) nice size portions. unique array of sandwiches. casual atmosphere and awesime bar-type foods.",1552181129,"first time last veri friend staff quit accommod small children food fresh serv hot even veri busi crowd unusu nice size portion uniqu array sandwich casual atmospher awesim bar type food"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4289667,-79.9801756,"PA","pittsburgh","15203","1805 E Carson St","fat head's saloon"
"1428",1428,1428,"ivan skyvan","https://www.google.com/maps/contrib/111699325012014765314/reviews","en","ChIJ4bOROUgVK4cRDKreKLBwAW8","https://lh4.googleusercontent.com/-XsYkswM2PK4/AAAAAAAAAAI/AAAAAAAAAVs/c-7wX6NB9AU/s128-c0x00000000-cc-rp-mo-ba2/photo.jpg",5,"in the last week","i've been coming here since 2004 and they always have the best chicken wings always clean. love the drinks at the bar. its just a good time here.",1554128554,"come sinc alway best chicken wing alway clean love drink bar good time"," chickenwings",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4931982,-112.2157382,"AZ","phoenix","85033","7241 W Indian School Rd","bowlero desert sky"
"1429",1429,1429,"lelouch vi britannia","https://www.google.com/maps/contrib/117066119403023131028/reviews","en","ChIJ05ZZv3MVK4cRQ09hYVtEq-A","https://lh6.googleusercontent.com/-c2v4yGc41A4/AAAAAAAAAAI/AAAAAAAAAG4/3KWGmx11gEk/s128-c0x00000000-cc-rp-mo/photo.jpg",4,"2 months ago","the majority of the food was really good, and nothing i ate was bad. while the mexican music playing in the mongolian grill messed with the atmosphere, it can be chalked down to personal preference. however, the steak was not a good experience, because when i asked for a medium rare piece, i was given a well done piece of skirt steak. overall still good though.

also, the waiter we had was really nice and attentive. too bad i cant remember his name.",1547051867,"major food realli good noth ate bad mexican music play mongolian grill mess atmospher chalk person prefer howev steak good experi becaus ask medium rare piec given well done piec skirt steak overal still good though also waiter realli nice attent bad cant rememb name"," mexican",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.466224,-112.21891,"AZ","phoenix","85035","7406 W McDowell Rd","lins grand buffet-az mcdowell"
"1430",1430,1430,"tanuki suki","https://www.google.com/maps/contrib/116846082228927230475/reviews","en","ChIJ05ZZv3MVK4cRQ09hYVtEq-A","https://lh3.googleusercontent.com/-DguWqHrbItw/AAAAAAAAAAI/AAAAAAAAHf8/1O8zL32DxbE/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"in the last week","not a huge buffet fan, but this place was pretty great as far as buffets go. lots of seafood. which i love. don't eat the salmon though, it's not descaled.",1553976101,"huge buffet fan place pretti great far buffet go lot seafood love eat salmon though descal"," seafood buffets",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33.466224,-112.21891,"AZ","phoenix","85035","7406 W McDowell Rd","lins grand buffet-az mcdowell"
"1431",1431,1431,"irene t","https://www.google.com/maps/contrib/109612928894730510996/reviews","en","ChIJcciEYXEVK4cR-SdCapxdfaA","https://lh6.googleusercontent.com/-XLqzGVRaM74/AAAAAAAAAAI/AAAAAAAAAI4/3R3dWfNFZH8/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"in the last week","it was just awful!!!! the bins that held ingredients all had like freezer burn on them, the guy making the sandwiches didn't do a great job. he would throw the ingredients and for every ingredient he asked if any of the other sandwiches would include whichever he was using. the oil bottle had a hole or wasn't closed properly and drenched our sandwiches and he didn't even label them.and lastly he threw my receipt to me! very disappointing",1554520994,"aw bin held ingredi like freezer burn guy make sandwich great job would throw ingredi everi ingredi ask ani sandwich would includ whichev use oil bottl hole close proper drench sandwich even label last threw receipt veri disappoint"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4661828,-112.2213612,"AZ","phoenix","85035","1610 N 75th Ave","subway restaurants"
"1432",1432,1432,"denise ball","https://www.google.com/maps/contrib/115311880329557403662/reviews","en","ChIJcciEYXEVK4cR-SdCapxdfaA","https://lh5.googleusercontent.com/-acAmpRTvD_Y/AAAAAAAAAAI/AAAAAAAAYrw/IggdKB-2QIo/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",2,"4 weeks ago","the sandwiches are great, the staff not.",1551998723,"sandwich great staff"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4661828,-112.2213612,"AZ","phoenix","85035","1610 N 75th Ave","subway restaurants"
"1433",1433,1433,"gus hollahbackatya","https://www.google.com/maps/contrib/114113669494040046797/reviews","en","ChIJw-ZmLO8_K4cRil8dH-ZW7CY","https://lh5.googleusercontent.com/-f_vZLZZKT4Q/AAAAAAAAAAI/AAAAAAAAD9A/nUP7k2rYiA0/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg",4,"6 months ago","the sandwiches were good. it sucks that all subways pulled the $5 footlongs....
they were ""losing money"" ....lol",1537024993,"sandwich good suck subway pull footlong lose money lol"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4805224,-112.2530483,"AZ","phoenix","85037","9014 W Thomas Rd Suite 108 Thomas Centre S/C","subway restaurants"
"1434",1434,1434,"blkcasian","https://www.google.com/maps/contrib/104026153491781537945/reviews","en","ChIJJXty5XS9VogR5684Uvyfles","https://lh5.googleusercontent.com/-vP_E_u-rmAw/AAAAAAAAAAI/AAAAAAAAAH4/EIp3yQAWPEo/s128-c0x00000000-cc-rp-mo/photo.jpg",1,"3 weeks ago","my experience was less than satisfactory. i used the application to place my order, politely leaving clear requests. when i showed up to collect my order, the staff was rude, and threw my order together haphazardly. there were ingredients on my sandwiches i did not ask for, and the manner in which the food was prepared left much to be desired. i would hope it was just an off day for this particular establishment, because what i experienced tonight was completely unacceptable.",1552350086,"experi less satisfactori use applic place order polit leav clear request show collect order staff rude threw order togeth haphazard ingredi sandwich ask manner food prepar left much desir would hope day particular establish becaus experienc tonight complet unaccept"," sandwiches",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2526597,-81.0260816,"NC","belmont","28012","610 Park St","subway restaurants"
