business_id,name,address,city,state,postal_code,stars,review_count,categories
-o0NsIlI4n-qaGThHzJ0Dw,Old Carolina Barbecue Company,4326 Kent Rd,stow,OH,44224.0,3.5,59,"American (New), Restaurants, Food, Barbeque, Meat Shops, Specialty Food, American (Traditional)"
_ex7M-yXGILBe2Kb1io2lQ,Federico's Mexican Food,8777 W Grand Ave,peoria,AZ,85345.0,2.0,8,"Fast Food, Food, Restaurants, Mexican"
MSYpFcm5FAkQYLcY6tkOgw,China ok go,"2263 N Green Valley Pkwy, Ste 1",henderson,NV,89014.0,3.5,74,"Chinese, Restaurants"
S3w4Pw1wSpYkICvtJAzG8A,D'Agnese's Italian Restaurant,1100 W Royalton Rd,broadview heights,OH,44147.0,4.0,88,"Restaurants, Italian, Bars, Nightlife"
16tWXenJ1wTqugXJU7yiZg,808 Sushi,7435 S Durango Dr,las vegas,NV,89113.0,3.5,500,"Sushi Bars, Desserts, Japanese, Hawaiian, Food, Restaurants"
f-4N8MXGy_ifyGtfZrh6SQ,Popeyes Louisiana Kitchen,5757 Wayne Newton Blvd,las vegas,NV,89119.0,3.0,65,"Chicken Wings, Restaurants, Fast Food"
ztG_sG9ugajX9crrzh0UyA,McDonald's,7015 Detroit Ave,cleveland,OH,44102.0,2.5,5,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food"
a11zyJN_ue0CQ_bjoeke-w,Pasta Brioni,4416 N Miller Rd,scottsdale,AZ,85251.0,4.0,269,"Italian, Wine Bars, Bars, Pizza, Nightlife, Restaurants"
Fpm3WvqtrAg2ueh_4pz7iA,Spice Island Tea House,253 Atwood St,pittsburgh,PA,15213.0,4.0,321,"Food, Thai, Specialty Food, Asian Fusion, Tea Rooms, Restaurants"
Awn-GIfOb9xzzJI7wrUhUg,Benny's Sports Bar,3463 Fulton Rd,cleveland,OH,44109.0,5.0,3,"Bars, Latin American, Chicken Wings, Sandwiches, Sports Bars, Dance Clubs, Nightlife, Restaurants"
DQMaUSbKsRtB5lJD3egqxQ,Wah Kee Wonton Noodle,"600 Williamson St, Ste E",madison,WI,53703.0,3.5,156,"Cantonese, Restaurants, Noodles, Chinese, Szechuan"
9lH0gzlZB_uXJ1dc9UkF5w,Texas Roadhouse,15255 West Mcdowell Rd,goodyear,AZ,85395.0,3.5,226,"Barbeque, American (New), Restaurants, Steakhouses, American (Traditional)"
ecXP80GWT6zZ2qqZHpUCtQ,Muramoto Downtown,108 King St,madison,WI,53703.0,4.0,35,"Cocktail Bars, Nightlife, Bars, Restaurants, Asian Fusion, Sushi Bars"
360rdTo6CDmpsFyUK-g0Og,Jet's Pizza,1607 Montford Dr,charlotte,NC,28209.0,3.5,73,"Food, Food Delivery Services, Restaurants, Pizza"
9DS9nQCOMVfrFZtVtvspsA,Panda Express,342 W Baseline Rd,mesa,AZ,85210.0,2.5,21,"Chinese, Fast Food, Restaurants"
TvAmV2vB4oTsNwGjjM6y3g,Taco Bell,1860 N 75th Ave,phoenix,AZ,85035.0,3.0,10,"Mexican, Fast Food, Restaurants, Tex-Mex"
jgBL42OGQp3AJHNEX8VuoA,Little Caesars Pizza,"7435 W Lower Buckeye #105, Ste 105",phoenix,AZ,85043.0,1.0,4,"Restaurants, Pizza, Fast Food, Italian"
NTzro24pGWz1lorlxr5TDw,Devon and Blakely,"101 South Tryon St, Unit 104",charlotte,NC,28280.0,3.5,15,"Restaurants, Delis, Sandwiches, Breakfast & Brunch"
-sCaUNqEfFOYwtu8WCw5Wg,Anthony's Coal Fired Pizza,102 McDowell Ln,canonsburg,PA,15317.0,3.5,73,"Chicken Wings, Salad, Pizza, Restaurants"
bNpgu9sr3K18oLLw-eL75A,Osaka Japanese Bistro,10920 S Eastern Ave,henderson,NV,89052.0,3.5,251,"Sushi Bars, Japanese, Restaurants"
YEPMbsrZrp_Y_d0zh1Roow,Oakmont BBQ Company,,oakmont,PA,15139.0,5.0,9,"Food, Restaurants, Barbeque, Food Trucks"
S3gVMHlrQoJPzM984vCeBg,Aware Coffee & Tea Lounge,"5590 Painted Mirage Rd, Ste 130",las vegas,NV,89149.0,4.5,137,"Coffee & Tea, Tea Rooms, Food, Restaurants, Bubble Tea, Cafes"
wfxmuA7LbKZKVLV58EiWBw,Outback Steakhouse,4715 E Cactus Rd,phoenix,AZ,85032.0,3.5,154,"Restaurants, Steakhouses"
5Q95IfYIbP6vXz4wjtYWFw,Applebee's Grill + Bar,699 N Stephanie St,henderson,NV,89014.0,3.0,174,"Chicken Wings, Nightlife, Steakhouses, American (Traditional), Sports Bars, Burgers, Restaurants, Bars"
9ismhhkIPREHOo8tJi0ETA,Ruth's Chris Steak House,2137 Deming Way,middleton,WI,53562.0,3.5,109,"Steakhouses, Restaurants"
mWaGK-fdIzhx0SZwU-Tiaw,Taco Bell,8301 W Peoria Ave,peoria,AZ,85345.0,2.0,10,"Fast Food, Food, Mexican, Tex-Mex, Restaurants"
2-lQciafxGahq4CBVr2xug,Noosh,1431 Regent St,madison,WI,53711.0,4.5,14,"Soul Food, Middle Eastern, Restaurants"
_41s-AF0rKU_T-7axdyGaA,McDonald's,1785 Mt Gallant Rd,rock hill,SC,29732.0,2.5,7,"Fast Food, Food, Restaurants, Burgers, Coffee & Tea"
nxz2oOD3sryU5evFAYmmLQ,Jim 'N Nick's Bar-B-Q,7791 Gateway Ln NW,concord,NC,28027.0,4.0,303,"Sandwiches, Event Planning & Services, Barbeque, Food, Restaurants, Southern, Caterers"
uv2yDGrKCp-SS6JExdRAoA,Mullarkey's Irish Pub,4110 Erie St,willoughby,OH,44094.0,3.0,9,"Restaurants, Irish Pub, Bars, Nightlife"
3egp_Vx6nZCLyJVdCCFywQ,Popeyes Louisiana Kitchen,9915 W Lower Buckeye Rd,tolleson,AZ,85353.0,1.5,32,"American (Traditional), Fast Food, Cajun/Creole, Seafood, Restaurants, Chicken Wings"
_BdDVf8wSBsuSwEale4Dvg,Q TO U BBQ,"4705 East Carefree Hwy, Ste 101",cave creek,AZ,85331.0,4.0,48,"Barbeque, Restaurants"
Z5CB1ohc5cWdPnWFCBCOHA,McDonald's,750 W Camelback Rd,phoenix,AZ,85013.0,2.5,24,"Burgers, Coffee & Tea, Fast Food, Restaurants, Food"
ajxERYetbZnOJ1eOqik67w,Rubio's Coastal Grill,"5055 West Ray Rd, Ste 3-4",chandler,AZ,85226.0,3.5,72,"Restaurants, Salad, Caterers, Seafood, Fast Food, Mexican, Event Planning & Services"
HXkuFF_Rtg2g9rwcBdpB-g,The Icon,206 State St,madison,WI,53703.0,3.5,148,"Tapas Bars, Restaurants, Bars, Nightlife, Wine Bars"
K455dBrse4fEeBn4s39D6A,Domino's Pizza,9827 Grand Ave,sun city,AZ,85351.0,2.5,23,"Pizza, Food Delivery Services, Chicken Wings, Food, American (Traditional), Sandwiches, Restaurants"
Y_9f9tzVRaXjfT9Fa5_W9A,Uberrito,"4325 E Indian School Rd, Ste 150",phoenix,AZ,85018.0,3.5,137,"Mexican, Salad, Restaurants, Fast Food, Tex-Mex, Tacos"
YPsPMXxSc1LoYHRKmFklKA,Arby's,7350 E McDowell Rd,scottsdale,AZ,85257.0,3.0,12,"Sandwiches, Fast Food, Restaurants"
aqmITEqECSM9eqDIfU1CfA,Long John Silver's,8301 W Peoria Ave,peoria,AZ,85345.0,2.5,6,"Seafood, Restaurants, Fast Food"
EYmj4QlhqgrsMXnLeGLu3Q,Curtis Orchard & Pumpkin Patch,3902 S Duncan Rd,champaign,IL,61822.0,3.5,59,"Grocery, Local Flavor, American (Traditional), Organic Stores, Food, Restaurants"
5YUoTimGDPbbmRfw6SJgTQ,China Kitchen,6608 Mineral Point Rd,madison,WI,53705.0,3.5,16,"Restaurants, Chinese"
_2Wbpm821bdNsh-gyqufrg,El Pollo Loco,6131 W Lake Mead Blvd,las vegas,NV,89108.0,2.0,26,"Fast Food, Restaurants, Mexican"
E6BUlDkXuBtX-5CoWWtw6A,Los Cuates Mexican Restaurant,"3775 Concord Pkwy, Ste 132",concord,NC,28027.0,3.5,37,"Restaurants, Mexican"
h0XJcvadARY6xssty-Ay6g,Pizza Hut,1909 Milton Rd,charlotte,NC,28215.0,1.0,17,"Pizza, Restaurants, Italian, Chicken Wings"
KfxPrJ5PzgFRm2XltnbBLQ,Passage To India,909 E Elliot Rd,tempe,AZ,85284.0,4.0,214,"Indian, Food, Buffets, Restaurants"
qJGcdcyvVdKYDd-F5acPPQ,The Village Bean Cafe,8143 Columbia Rd,olmsted falls,OH,44138.0,4.5,12,"Restaurants, Cafes, Food, Bakeries, Coffee & Tea"
xKtiqBEmHT4TGzyL0SMgGA,McDonald's,6990 W Sundust Rd,chandler,AZ,85226.0,2.0,26,"Coffee & Tea, Burgers, Fast Food, Food, Restaurants"
YaFM08fEdbp-iSon3Opsbw,Monterrey Mexican Restaurant,"1001 E Wt Harris Blvd, Ste A",charlotte,NC,28213.0,3.5,85,"Restaurants, Food, Mexican"
Wq_BQBy777zuCtm6KyDEyw,Chick-fil-A,3001 W Agua Fria Fwy,phoenix,AZ,85027.0,3.5,129,"Event Planning & Services, Fast Food, Caterers, Restaurants"
-rMJrY16eFTQd4I035G1oQ,El Salsita,35 N Country Club Dr,mesa,AZ,85201.0,3.0,20,"Mexican, Fast Food, Breakfast & Brunch, Restaurants"
poOnGeQlHEnWRAH9t_0KMg,NYPD Pizza,"222 S Mill Ave, Ste 127",tempe,AZ,85281.0,4.5,76,"Restaurants, Pizza"
zopmNIqqb_NSPqgVT8ygtg,Sanctum,718 N Central Ave,phoenix,AZ,85004.0,4.5,17,"Speakeasies, Bars, Restaurants, Breakfast & Brunch, Cocktail Bars, Nightlife"
Egd-0nDgzZGEVA0R09yyUQ,Italian Village Restaurant,16605 Pearl Rd,strongsville,OH,44136.0,3.5,37,"Restaurants, Pizza, Italian"
mFeonrNcF_i6KTQ2KCVgjQ,Rosati's Pizza and Sports Pub,1729 N Dysart Rd,avondale,AZ,85392.0,3.5,80,"Bars, Sports Bars, Nightlife, Restaurants, Pizza"
sUzvletCYiIaZD_hbnNLEA,Taco Bell,100 E Broadway,monona,WI,53716.0,2.5,21,"Mexican, Fast Food, Tex-Mex, Restaurants"
9GcGGlZdm4wAUzXztG3Lzw,Freddy's Frozen Custard & Steakburgers,14029 W Waddell Rd,surprise,AZ,85379.0,4.0,114,"Ice Cream & Frozen Yogurt, Diners, Food, American (New), Restaurants"
p747aVZiQL7H3Q0z-sMGcw,Sunny Bridge Natural Foods & Cafe,130 Gallery Dr,peters township,PA,15317.0,3.5,15,"Health Markets, Cafes, Restaurants, Vitamins & Supplements, Food, Shopping, Gluten-Free, Specialty Food"
6VZ4T_BnTl8swN-g06ZVYg,Del Taco,1850 W Union Hills Dr,phoenix,AZ,85027.0,1.5,13,"Fast Food, Mexican, Restaurants"
wShT0KXCW0ZAnNKdJr_1pg,Panda Express,"9795 W Charleston Blvd, Ste 103",las vegas,NV,89117.0,3.5,50,"Restaurants, Fast Food, Chinese"
TCCiuifeDJqXXxjtOT7JuA,El Pollo Loco,1036 S Country Club Dr,mesa,AZ,85210.0,2.5,16,"Restaurants, Fast Food, Mexican"
XTsH-s6xtwWE8wlofQtOag,Five Guys,2833 W Hwy 74,monroe,NC,28110.0,4.0,10,"Restaurants, Fast Food, American (New), Food, Burgers"
gb1F_7JL7WoklpigVA5cag,Subway,777 W Lake Mead Pkwy,henderson,NV,89015.0,2.5,3,"Sandwiches, Fast Food, Restaurants"
66-KwrVLQonWugvwsgN-YA,Burger King,10260 Brookpark Rd,brooklyn,OH,44130.0,3.5,6,"Restaurants, Burgers, Fast Food"
VUOn9pztnaEX49Xfb_9L7A,Osteria Di Valerio & Al,408 W St Clair Ave,cleveland,OH,44113.0,4.0,75,"Italian, Restaurants"
HOlDxrYqfoJrVq2Eo-_LKQ,Farmer Boys,4833 W Charleston Blvd,las vegas,NV,89146.0,3.0,119,"Mexican, Salad, Cafes, Restaurants, American (Traditional), Breakfast & Brunch, Burgers, Diners"
jMpewaaXFr3VeadFBplF0w,Popeyes Louisiana Kitchen,6540 W Thomas Rd,phoenix,AZ,85033.0,1.5,41,"Fast Food, Southern, Restaurants, Chicken Wings, American (Traditional)"
xJAXkMIgnWNpqyGCosmp2Q,Crispy Banh Mi,"5100 S Blvd, Ste C",charlotte,NC,28217.0,4.5,233,"Sandwiches, Juice Bars & Smoothies, Food, Bubble Tea, Restaurants, Vietnamese"
1vRSIAJ5rlnSabNLMiOXeA,Carl's Jr.,3866 W Sahara,las vegas,NV,89102.0,1.5,6,"Burgers, Fast Food, Restaurants"
IqBoGCKUJdzBOmzjUsB7lw,Chipotle Mexican Grill,"3395 W Chandler Blvd, Ste 1",chandler,AZ,85226.0,3.5,111,"Restaurants, Fast Food, Tex-Mex, Mexican"
CPMughTfh7nuKZzXCZJdHA,Subway,133 W 8th Ave,homestead,PA,15120.0,4.0,4,"Sandwiches, Fast Food, Restaurants"
Aj0cXUFPVR5R-EaLWtkDMg,Sidelines Tavern & Grill,2980 S Alma School Rd,chandler,AZ,85248.0,3.0,104,"Bars, Nightlife, Restaurants, Sports Bars, American (Traditional)"
gWgWn4lkRQZwfCP-LBJ2xA,Payne Laundromat,3216 Payne Ave,cleveland,OH,44114.0,3.5,4,"Laundry Services, American (New), Restaurants, Laundromat, Dry Cleaning & Laundry, Local Services"
Da4E88htQ_FTOB9HgGcdBQ,Lumberjack's Taco Shack,4341 N 75th St,scottsdale,AZ,85251.0,5.0,9,"Event Planning & Services, Tacos, Restaurants, Food, Mexican, Caterers, Food Trucks, Street Vendors"
QR2V_Iutb9tEoXVBYPo-Kw,Spinners Pizza,"2125 Mccomb Rd, Ste 110",stoughton,WI,53589.0,3.5,11,"Food, Restaurants, American (Traditional), Gluten-Free, Sandwiches, Pizza"
AYr2URtjoQ8Toh8_Jr4G6A,Rose Tea Cafe,414 S Craig St,pittsburgh,PA,15213.0,2.5,72,"Food, Bubble Tea, Chinese, Taiwanese, Restaurants"
Ca-ih2GH_WU_antKSs4mjA,Bricco Kent,210 S Depeyster St,kent,OH,44240.0,3.0,98,"American (Traditional), Restaurants"
fjy3Gk22HDE6EvPyMupYkQ,Firehouse Subs,4761 S Maryland Pkwy,las vegas,NV,89119.0,4.0,47,"Sandwiches, Fast Food, Delis, Restaurants, American (New)"
0qet57CmMA5qUm6gPFUTpg,Di Fara Pizza,3570 Las Vegas Blvd S,las vegas,NV,89109.0,3.0,150,"Restaurants, Italian, Pizza"
lkjgZcgbpbYR_mXoGXWmQw,RA Sushi Bar Restaurant,"1652 S Val Vista Dr, Ste 101",mesa,AZ,85204.0,3.5,295,"Japanese, Restaurants, Sushi Bars"
EqDPh81h0giWRO4FxskP9A,Long John Silver's,100 Tarentum Bridge Rd,new kensington,PA,15068.0,1.5,3,"Fast Food, Restaurants, Seafood"
iQOjQH30LFsj6aO3wJG7nQ,La Palma Market,"6700 W Charleston Blvd, Ste F",las vegas,NV,89146.0,4.0,4,"Mexican, Restaurants"
dmvhmb1bopqnSg1ofF59uQ,Marco's Pizza,2311 Colorado Ave,lorain,OH,44052.0,4.0,3,"Restaurants, Pizza"
ezRUyWOqbEYa0CecFqIQiA,Lemonhead's Brightwood Grille,5317 Brightwood Rd,bethel park,PA,15102.0,3.5,12,"Bars, Restaurants, Nightlife, American (Traditional), Breakfast & Brunch, Sandwiches"
m5t6Ork5uMHRvIlCmP6ULQ,China Chef,6328 Pearl Rd,cleveland,OH,44130.0,3.0,16,"Restaurants, Chinese"
g3QKL6Vd_kfmQABVUTtIAA,Subway,24367 Lorain Rd,north olmsted,OH,44070.0,3.0,3,"Restaurants, Sandwiches, Fast Food"
fGMc71sDuAzmpTymy3Lxxw,The Original Harley Diner,23105 Aurora Rd,bedford heights,OH,44146.0,4.0,6,"Restaurants, Delis, Diners, American (Traditional)"
qpaX3qOHBSOAEDUcIs8SPQ,Raising Cane's,4655 W Charleston,las vegas,NV,89102.0,4.0,231,"Chicken Wings, Restaurants, American (Traditional), Fast Food, American (New), Chicken Shop"
vNllp243LmFMVO0MNyhM1A,Fox & Hound,15235 John J. Delaney Drive,charlotte,NC,28277.0,2.5,77,"Restaurants, Sports Bars, Nightlife, American (New), American (Traditional), Wine Bars, Bars, Beer Bar, Burgers"
5-_4mHujcNo0PWj3-ybwnQ,Tacos Michoacan,14620 N Cave Creek Rd,phoenix,AZ,85022.0,4.0,60,"Nightlife, Food, Restaurants, Mexican, Bars, Beer, Wine & Spirits"
efK5mjVPxdmqFZT06S4dzA,McDonald's,1010 4th Ave,coraopolis,PA,15108.0,3.5,10,"Restaurants, Burgers, Coffee & Tea, Fast Food, Food"
_QvGAqMmrUIlxpby2Ul5Dg,Dona Maria Tamales Restaurant,3205 N Tenaya Way,las vegas,NV,89129.0,3.5,285,"Seafood, Desserts, Restaurants, Food, Mexican"
EAOEPBsdAPAivum0er6ZPg,Denny's,10623 E Apache Trl,apache junction,AZ,85120.0,2.0,74,"Breakfast & Brunch, Diners, Restaurants, American (Traditional)"
AZw_8ngMd8vnAbzKX7zPlw,Pizza Hut,1317 Savoy Plaza Ln,savoy,IL,61874.0,3.0,5,"Chicken Wings, Pizza, Restaurants, Italian"
OohsWZ3A0bo8y6N6vi6ePA,Anthony's Pizza,1820 Brownsville Rd,pittsburgh,PA,15210.0,3.0,12,"Pizza, Restaurants"
v0YATh4rCiPlBpSyNmh3tQ,Umami,26 E University Dr,tempe,AZ,85281.0,3.5,106,"Japanese, Asian Fusion, Pizza, Restaurants, Seafood, Ramen"
6pKR-h3KN7AwgGOOYBbE2A,Tupelo Honey Teas,211 Grant Ave,millvale,PA,15209.0,5.0,24,"Food, Restaurants, Tea Rooms, Event Planning & Services, Cafes, Coffee & Tea, Shopping, Arts & Crafts"
GzBIAjAMHD9iVZK8BT6XMw,Tacos Huevos,"107 E Charleston Blvd, Ste 150",las vegas,NV,89104.0,4.5,265,"Breakfast & Brunch, Tacos, Restaurants, Soup, Desserts, Mexican, Food"
Jx5h4nIbANB4KDrb5l_v4w,Pho Cao,7436 E McDowell Rd,scottsdale,AZ,85257.0,3.5,222,"Vietnamese, Arts & Entertainment, Karaoke, Restaurants, Nightlife, Music Venues"
DaxEPd4fQNCksMy3xzBraA,McDonald's,6201 Brecksville Rd,independence,OH,44131.0,3.0,25,"Burgers, Coffee & Tea, Food, Fast Food, Restaurants"
ouXG1yYRxEsZ_4gfhUob9g,Dickey's Barbecue Pit,"14884 N Pima Rd, Ste 103",scottsdale,AZ,85260.0,4.0,30,"Barbeque, Sandwiches, Restaurants, Salad, American (Traditional), Southern"
qErcBgymY29ilbg6LZ2BkQ,Burger King,25201 Rockside Rd,bedford,OH,44146.0,3.5,6,"Fast Food, Restaurants, Burgers"
gE80aKaybUL4SZZE4CtORA,Eat'n Park,6035 Som Center Rd,willoughby,OH,44094.0,2.5,19,"Restaurants, American (Traditional), Diners, Breakfast & Brunch"
PfOCPjBrlQAnz__NXj9h_w,Brick House Tavern + Tap,581 Howe Ave,cuyahoga falls,OH,44221.0,3.5,146,"American (New), American (Traditional), Restaurants, Sandwiches, Burgers, Nightlife, Bars, Sports Bars"
PSY6Fpn6QRC-yWcz0Jnm1w,Ahipoki,"1928 E Highland Ave, Ste F104",phoenix,AZ,85016.0,4.0,53,"Food, Hawaiian, Poke, Seafood, Restaurants"
LlSehKBi-vx0TE5x2Q4R_w,Bonchon - Pineville,"8318 Pineville-Matthews Rd, Ste 703",charlotte,NC,28226.0,4.0,93,"Restaurants, Korean, Chicken Wings, Asian Fusion"
tIRn9YlrJ4Y5IyHzY72i9A,Subway,9031 W Sahara Ave,las vegas,NV,89117.0,3.0,27,"Restaurants, Fast Food, Sandwiches"
xqMzRiPK2SkN9upGukPzYw,Cleats Club Seat Grille,5267 Wallings Rd,north royalton,OH,44133.0,3.0,40,"American (New), Restaurants, Burgers"
zLsgXEuw0jaiQgZmLWUtFA,Whataburger,2901 E Bell Rd,phoenix,AZ,85032.0,3.0,47,"Fast Food, American (Traditional), Restaurants, Burgers"
OQ_2_JzEqJrjG5z93cEqmQ,OTB At the Boathouse,10301 Pearce Mill Rd,allison park,PA,15101.0,3.5,215,"American (Traditional), Restaurants, Sandwiches, Vegetarian, American (New)"
UY9t1EL5PYxPiBGivkeE9Q,Fatburger,4663 E Sunset Rd,henderson,NV,89014.0,2.5,125,"American (Traditional), Fast Food, Restaurants, Burgers"
eVv6cnwhabK8ig5Di2hXQQ,Florencia Pizza Bistro,"3646 E Ray Rd, Ste 20",phoenix,AZ,85044.0,4.0,194,"Sandwiches, Italian, Pizza, Restaurants"
djW8gh3JJ-__NCxx1YQaHg,Biagio's Donut Shop & Pizzeria,35523 Vine St,eastlake,OH,44095.0,4.5,131,"Pizza, Restaurants, Food, Donuts"
R0gfUYIiC5MlLxGjRcYifw,Zita Mediterranean Eatery,Superstition Springs Blvd,mesa,AZ,,2.5,7,"Restaurants, Greek, Mediterranean"
rBko32y5vK13SD_sW3AG_g,Colony Café,1125 Penn Ave,pittsburgh,PA,15222.0,4.5,79,"Pets, Animal Shelters, Food, Wine Bars, Cafes, Coffee & Tea, Restaurants, Nightlife, Bars"
FqA7ofYWGVHnAIF4jjznHA,Zizzy,4355 Spring Mountain Rd,las vegas,NV,89102.0,4.5,74,"Bars, Restaurants, Nightlife, Korean, Cocktail Bars, Karaoke"
7jgyxiA4e-rikpoOHrPW6g,1 Hawaiian Barbecue,"5870 N Losee Rd, Ste 157",north las vegas,NV,89081.0,3.5,126,"Sandwiches, Hawaiian, Barbeque, Restaurants"
V48sDS4bUB1H31NEXU1nZg,New Wok Chinese Food,11345 W Buckeye Rd,avondale,AZ,85323.0,3.0,34,"Chinese, Restaurants, Soup"
lO45Mq7hCm8ci-dg6h6-hg,Marcel's Bar & Grill,3130 E Union Hills Dr,phoenix,AZ,85050.0,3.5,46,"Karaoke, American (Traditional), Bars, Restaurants, Pubs, Nightlife"
I8Su4WuSRuItIyVL-u4Lig,Burger King,12280 W Olive Ave,el mirage,AZ,85335.0,2.0,17,"Burgers, Hot Dogs, Restaurants"
di7V1UewmlFiKVNo97BHWw,Waffle House,7505 Crile Rd,painesville,OH,44077.0,4.0,20,"Breakfast & Brunch, American (New), American (Traditional), Diners, Restaurants"
uX2hjcnQIszqyNKqPP9e1g,Cuzzo's Cuisine,3418 Tuckaseegee Rd,charlotte,NC,28208.0,4.5,106,"Restaurants, Chicken Wings, Comfort Food, Chicken Shop, Southern, Seafood"
rXceWs_H4PLmY99rGcbk6w,Jersey Mike's Subs,1537 W Broadway Rd,tempe,AZ,85282.0,3.5,28,"Restaurants, Sandwiches, Fast Food, Delis"
4lAwPgy1m9Rd0oBpi4Hr2w,McDonald's,301 Fremont St,las vegas,NV,89101.0,2.0,19,"Burgers, Convenience Stores, Fast Food, Food, Coffee & Tea, Restaurants"
YBddInm3xP6k9iOowm1EHw,Dinette,5996 Centre Ave,pittsburgh,PA,15206.0,3.5,152,"Restaurants, Pizza"
SvoIBKec8s1kOARX_3EKXw,Vaquero's Carne Asada,3414 N 24th St,phoenix,AZ,85016.0,4.0,40,"Restaurants, Fast Food, Mexican, American (New)"
HV_BS1AA-iiN50ZjG-NK7w,Zoes Kitchen,"1832 E. Arbord Drive, Suite 320",charlotte,NC,28262.0,3.5,83,"Mediterranean, Greek, Southern, Kebab, Restaurants, Sandwiches"
5gndAzF9MGyff9Ye73jGkg,Philo Tavern,101 W Washington St,philo,IL,61864.0,3.0,14,"American (Traditional), Restaurants"
6t7mlTVjDA9fhuFAZmVzAQ,Portillo's Hot Dogs,65 S Mcclintock Dr,tempe,AZ,85281.0,3.5,700,"Hot Dogs, Burgers, Restaurants, Salad"
4Pb7SlTK89uSdqOwMNM35A,Tequila Taqueria,3645 Las Vegas Blvd S,las vegas,NV,89109.0,3.0,233,"Cocktail Bars, Mexican, Nightlife, Beer Bar, Restaurants, Bars, Tex-Mex, Burgers"
YODpEX6xACHoERsIol4-gg,Burger King,820 N Rancho Dr,las vegas,NV,89106.0,2.5,14,"Restaurants, Burgers, Fast Food, American (Traditional)"
C2BR0TjNacoNzItPLUHTAA,Coconut's Fish Cafe,16640 N Scottsdale Rd,scottsdale,AZ,85254.0,4.5,821,"Fish & Chips, Food, Seafood, Hawaiian, Mexican, Tacos, Restaurants, Poke"
S6dARuOrrOXd4xSiTHti8g,Chengdu Gourmet,5840 Forward Ave,pittsburgh,PA,15217.0,3.5,121,"Restaurants, Seafood, Soup, Chinese"
Wc1i5QsTKheJq6lstPAllA,Little Caesars Pizza,1758 E. Charleston Blvd.,las vegas,NV,89104.0,2.5,24,"Fast Food, Pizza, Restaurants"
kh3TssJEjg9_ACJvom5RzQ,Hungry Howie's Pizza,"5026 W Cactus Rd, Ste 8",glendale,AZ,85304.0,2.5,15,"Pizza, Restaurants"
EBnR5M6upBcHfMK4063_Sw,Mob City Pizza,4485 South Jones,las vegas,NV,89103.0,3.5,18,"Italian, Restaurants"
JTNdV6u3DK-wcqX7ZXl5hw,Pei Wei,"3426 E Baseline Rd, Ste 121",mesa,AZ,85204.0,2.5,217,"Restaurants, Chinese, Asian Fusion, Fast Food, Gluten-Free"
OYYQmP19xXJdKmEVUErFDg,Bobby Mao's Chinese Kitchen & Mexican Cuisine,1300 W Sunset Rd,henderson,NV,89014.0,3.0,28,"Asian Fusion, Mexican, New Mexican Cuisine, Chinese, Restaurants"
HZkghMU0UGH0iU6eVAAL_Q,Jersey Mike's Subs,"118 W Streetsboro St, Unit 7",hudson,OH,44236.0,4.0,8,"Sandwiches, Restaurants, Fast Food, Delis"
FYzmUaf6jOgmNHl0EJpYfA,Entenmann's Oroweat Bakery Outlet,2548 Wigwam Pkwy,henderson,NV,89074.0,4.5,26,"Food, Bakeries, Restaurants"
D_pwairtGGR0V_w2xx5XeA,Alihan's Mediterranean Cuisine,124 6th St,pittsburgh,PA,15222.0,4.5,187,"Breakfast & Brunch, Restaurants, Turkish, Mediterranean, Middle Eastern, Salad, Caterers, Event Planning & Services"
PVeabNks9iMxt5C12AR3cA,Speedway Grill & Cafe,Charlotte International Airport,charlotte,NC,28208.0,3.0,10,"Cafes, Restaurants, Food, American (Traditional), Breakfast & Brunch"
-9eNGMp8XiygI8t8QFuFWw,The Melting Pot-Phoenix,3626 E Ray Rd,phoenix,AZ,85044.0,4.0,316,"Cafes, Restaurants, Fondue, American (New), American (Traditional)"
xvWNuKzFoZTWpznbxYM1SA,Los Armandos Asadero Y Mariscos,5820 W McDowell Rd,phoenix,AZ,85035.0,3.0,30,"Karaoke, Nightlife, Event Planning & Services, Venues & Event Spaces, Mexican, Restaurants"
tXq5OcDNUT9boWJtaxtOlA,Sierra Gold,6929 Aliante Pkwy,las vegas,NV,89084.0,3.5,121,"American (Traditional), Bars, Local Flavor, Nightlife, American (New), Restaurants, Sports Bars, Pubs"
zABeftlpBB-aoMdc8QhPLA,TGI Fridays,125 Montrose West Ave,copley,OH,44321.0,2.0,30,"Bars, Restaurants, Nightlife, American (Traditional)"
LWqhTRCZW7amUTa_JYHtQA,Incredible Subs,"2403 W Huntington Dr, Ste 103",tempe,AZ,85282.0,3.5,11,"Sandwiches, Restaurants"
yUBCkEWsN8c-mMteKx3ehA,Subway,3180 E Desert Inn Rd,las vegas,NV,89121.0,1.5,3,"Sandwiches, Fast Food, Restaurants"
-dFfucHmOtgDmDneps-mgA,Mallorca,1390 W 9th St,cleveland,OH,44113.0,3.5,196,"Spanish, Seafood, Portuguese, Restaurants"
WKh46S0sgvGiNbumDkJS2Q,Catfish Cove,1401 Armstrong Ford Rd,belmont,NC,28012.0,4.0,12,"Restaurants, Seafood"
anhk98859Rmo3mL6X41jbg,Panda Express,921 N Dobson Rd,mesa,AZ,85201.0,2.5,61,"Restaurants, Fast Food, Food, Chinese"
