"","Checkin_2010","Checkin_2011","Checkin_2012","Checkin_2013","Checkin_2014","Checkin_2015","Checkin_2016","Checkin_2017","Checkin_2018"
"10502",4,10,6,9,11,19,89,51,38
"10503",0,0,0,0,0,0,0,12,13
"10504",0,0,0,0,0,1,0,0,0
"10505",1,1,0,2,4,1,15,9,47
"10506",0,0,0,0,0,3,1,8,1
"10507",0,0,0,19,39,59,46,5,5
"10508",0,0,0,1,0,2,3,1,1
"10509",2,6,10,26,17,16,9,5,5
"10510",0,0,0,0,0,8,19,19,8
"10511",0,0,0,0,0,0,0,0,55
"10512",14,5,21,21,23,13,19,19,20
"10513",13,66,133,98,80,112,88,127,88
"10514",0,0,0,3,20,19,11,12,10
"10515",0,0,0,0,0,48,56,48,57
"10516",0,0,0,0,0,0,3,2,1
"10517",0,0,0,0,0,1,1,3,0
"10518",0,0,0,0,0,0,31,24,16
"10519",0,40,79,67,48,50,37,17,15
"10520",0,0,0,0,0,0,0,1,5
"10521",0,0,0,0,0,3,1,0,2
"10522",0,0,0,0,0,0,0,4,8
"10523",1,3,8,7,3,10,7,8,2
"10524",0,0,0,0,0,10,25,13,9
"10525",0,0,1,0,1,0,0,1,1
"10526",0,0,0,0,0,0,1867,6901,8520
"10527",0,2,6,3,0,5,3,1,3
"10528",0,0,0,1,1,4,1,5,2
"10529",57,173,188,200,149,149,89,61,76
"10530",0,0,0,0,0,0,0,0,2
"10531",0,1,0,2,0,1,0,1,0
"10532",0,0,0,0,0,0,0,12,31
"10533",0,0,0,0,0,0,1,5,0
"10534",2,26,28,24,18,17,30,3,13
"10535",0,0,0,0,8,47,61,54,46
"10536",14,63,70,89,81,84,71,53,30
"10537",11,55,62,115,159,122,116,81,104
"10538",0,1,10,4,5,2,2,0,0
"10539",0,0,0,0,0,0,0,10,27
"10540",2,0,1,0,0,4,1,7,3
"10541",0,0,0,0,0,0,2,0,0
"10542",0,0,0,0,0,2,5,4,0
"10543",0,0,0,2,1,1,2,1,0
"10544",0,0,0,0,0,2,6,3,3
"10545",0,12,15,15,17,13,9,9,9
"10546",0,0,0,0,0,0,0,0,100
"10547",0,0,0,0,0,0,82,50,16
"10548",1,17,20,17,9,10,6,26,7
"10549",0,0,0,0,0,0,0,3,15
"10550",1,5,13,4,8,8,8,2,3
"10551",18,53,73,99,140,106,86,57,38
"10552",14,50,33,61,41,48,66,22,28
"10553",54,145,210,235,183,148,144,124,78
"10554",1,5,12,28,26,33,29,26,26
"10555",0,0,0,0,0,0,7,1,2
"10556",65,222,409,626,566,522,404,449,326
"10557",0,0,0,1,1,0,2,1,0
"10558",0,0,0,0,0,0,0,8,2
"10559",0,0,0,0,0,8,7,6,0
"10560",4,12,11,15,46,64,64,33,27
"10561",0,0,31,9,6,2,6,7,6
"10562",1,12,17,44,66,55,22,20,16
"10563",0,0,38,34,26,18,31,22,9
"10564",0,0,0,3,3,4,6,9,10
"10565",0,0,0,2,0,0,1,1,2
"10566",171,744,1139,1503,1210,828,457,484,364
"10567",2,11,17,38,15,18,28,8,6
"10568",16,85,159,192,248,247,165,113,60
"10569",12,33,32,38,51,52,42,21,17
"10570",4,25,32,34,28,34,12,16,7
"10571",0,1,0,0,1,1,1,0,1
"10572",17,85,98,115,103,83,91,61,53
"10573",15,40,29,44,46,52,72,36,15
"10574",0,1,5,2,2,2,3,0,2
"10575",0,0,3,1,2,15,17,20,7
"10576",3,5,25,25,24,27,23,11,11
"10577",21,68,72,129,87,63,77,31,24
"10578",0,0,8,6,2,1,2,2,1
"10579",7,13,28,22,12,25,23,19,20
"10580",16,107,149,175,177,157,126,108,95
"10581",2,50,85,82,47,51,37,25,30
"10582",0,0,0,0,0,0,55,47,30
"10583",0,0,0,0,0,0,1,0,13
"10584",0,0,0,0,20,13,20,14,17
"10585",0,6,9,13,6,1,1,0,1
"10586",0,2,0,2,1,6,6,9,2
"10587",0,15,35,32,20,24,19,18,11
"10588",3,10,5,22,8,17,22,37,31
"10589",0,0,0,0,0,5,18,24,8
"10590",13,45,47,46,40,25,27,26,22
"10591",0,0,0,0,0,0,0,0,206
"10592",0,0,0,0,0,0,24,4,6
"10593",0,0,0,0,0,0,0,0,26
"10594",0,2,52,35,26,25,19,27,47
"10595",0,53,19,21,29,15,7,9,3
"10596",0,1,6,9,38,32,1,0,0
"10597",1,0,3,1,1,0,1,1,1
"10598",39,131,29,22,27,33,26,17,67
"10599",0,0,0,1,2,2,0,2,2
"10600",0,0,0,0,0,7,7,15,9
"10601",0,0,0,0,0,0,6,6,4
"10602",5,3,16,42,36,10,9,7,5
"10603",25,56,33,21,20,13,38,18,33
"10604",10,94,128,109,118,66,56,33,23
"10605",9,10,15,26,6,2,8,6,10
"10606",5,15,32,41,26,24,25,21,15
"10607",0,0,0,4,6,3,3,4,4
"10608",0,0,0,0,2,2,0,0,0
"10609",0,10,20,29,19,36,35,22,16
"10610",4,21,16,27,33,40,10,18,15
"10611",0,5,5,8,2,6,0,1,3
"10612",0,0,0,0,0,5,255,123,75
"10613",0,0,0,0,0,8,86,40,27
"10614",15,48,59,59,60,51,78,66,43
"10615",46,297,272,268,224,280,243,309,208
"10616",0,0,0,0,0,0,41,34,14
"10617",3,3,13,5,10,4,8,7,0
"10618",15,39,52,38,15,1,5,4,3
"10619",2,9,11,10,14,18,7,8,14
"10620",0,0,0,0,5,3,1,3,2
"10621",0,0,0,101,137,125,119,84,33
"10622",0,1,0,2,2,2,2,1,2
"10623",0,0,0,0,0,0,13,55,72
"10624",0,0,0,0,0,0,3,21,18
"10625",1,6,5,10,11,7,20,7,3
"10626",0,0,0,0,0,0,28,12,8
"10627",0,0,0,0,0,0,0,126,92
"10628",8,21,55,117,72,74,52,40,11
"10629",0,0,1,7,28,153,136,55,64
"10630",0,0,0,65,101,96,46,70,52
"10631",9,53,30,34,38,39,21,40,15
"10632",0,0,0,0,0,0,0,0,12
"10633",1,23,37,66,58,30,26,14,4
"10634",28,89,104,58,62,63,40,34,24
"10635",0,0,0,4,22,26,24,23,17
"10636",1,0,0,0,0,0,0,0,0
"10637",0,22,132,62,94,58,32,26,16
"10638",0,0,0,35,107,108,52,24,18
"10639",2,4,23,1,6,2,2,3,1
"10640",0,0,0,0,0,0,0,0,35
"10641",0,0,0,0,0,0,0,0,122
"10642",12,25,56,40,29,31,65,84,50
"10643",6,21,24,25,26,26,29,22,20
"10644",0,0,0,0,0,0,0,0,16
"10645",0,0,0,0,0,0,0,43,22
"10646",13,61,67,85,72,86,69,68,43
"10647",0,0,0,0,0,3,81,109,48
"10648",0,0,3,2,5,8,5,14,5
"10649",0,5,34,81,40,66,20,17,10
"10650",0,0,0,0,0,0,0,0,3
"10651",0,0,0,0,0,0,9,8,2
"10652",0,0,0,0,2,0,0,0,0
"10653",0,0,0,1,0,0,0,0,1
"10654",54,170,189,308,241,347,290,186,117
"10655",9,27,37,38,30,30,21,30,21
"10656",0,0,0,0,27,259,146,110,65
"10657",3,5,15,31,20,26,21,22,11
"10658",0,1,0,1,7,8,5,7,1
"10659",0,0,0,0,2,7,2,3,4
"10660",0,0,0,0,0,0,0,18,28
"10661",0,10,7,4,0,1,0,1,0
"10662",22,88,80,193,125,121,90,96,47
"10663",2,6,3,6,6,3,9,1,0
"10664",0,0,0,0,0,0,0,0,18
"10665",0,0,0,0,0,0,0,5,88
"10666",3,11,15,13,25,4,16,3,2
"10667",0,0,0,126,384,434,376,225,152
"10668",4,18,41,23,22,35,40,37,58
"10669",0,0,0,0,0,0,2,4,7
"10670",0,5,0,5,9,5,6,5,1
"10671",0,0,76,126,113,98,60,27,20
"10672",0,0,3,1,2,0,2,0,0
"10673",0,0,0,1,0,5,0,0,1
"10674",1,8,19,35,45,32,25,23,18
"10675",0,0,0,0,0,2,3,3,2
"10676",0,0,0,0,0,0,11,365,304
"10677",52,129,188,126,97,54,50,24,20
"10678",0,0,0,0,0,55,173,115,67
"10679",2,7,19,25,21,24,19,14,13
"10680",16,137,236,157,92,115,69,61,38
"10681",0,0,0,0,0,0,0,55,191
"10682",0,0,0,1,1,0,0,2,0
"10683",0,0,0,0,0,0,0,0,2
"10684",0,0,0,0,0,0,0,0,22
"10685",0,0,0,0,0,2,4,14,10
"10686",7,67,38,30,9,7,2,1,0
"10687",0,0,0,0,22,20,15,18,11
"10688",7,24,72,63,76,95,54,38,33
"10689",0,0,0,0,0,0,0,0,2
"10690",0,0,0,0,0,64,72,80,27
"10691",0,0,0,0,0,0,36,28,19
"10692",0,0,0,0,0,0,0,0,44
"10693",0,0,2,0,0,0,0,1,1
"10694",23,128,250,317,347,474,410,290,144
"10695",0,0,0,0,0,0,1,2,0
"10696",1,7,9,29,14,7,5,8,5
"10697",0,22,10,3,1,3,1,2,2
"10698",11,24,38,21,0,0,0,0,0
"10699",0,0,0,0,0,0,1,3,5
"10700",3,33,32,30,33,28,28,20,11
"10701",0,5,5,3,1,1,3,0,0
"10702",7,9,11,11,7,4,3,2,4
"10703",1,18,12,12,3,17,12,5,11
"10704",0,0,0,314,283,330,242,137,95
"10705",0,11,8,4,9,1,1,2,3
"10706",0,0,0,0,24,73,40,45,44
"10707",25,79,146,89,93,89,76,73,52
"10708",13,23,34,67,34,42,47,38,17
"10709",0,0,0,1,0,1,1,0,1
"10710",9,31,104,256,251,221,186,128,93
"10711",0,0,14,8,4,8,10,20,17
"10712",5,22,26,62,92,49,41,25,62
"10713",0,0,0,0,0,0,0,22,38
"10714",1,8,6,4,9,22,7,4,5
"10715",0,0,5,12,5,5,5,2,0
"10716",3,7,8,3,10,9,15,12,9
"10717",0,0,0,0,1,0,1,1,0
"10718",13,30,47,82,68,62,39,27,13
"10719",2,24,18,18,58,20,9,8,2
"10720",0,0,2,1,2,2,2,0,0
"10721",0,0,49,106,118,89,51,39,16
"10722",0,0,0,0,20,221,215,157,88
"10723",5,27,41,32,51,84,57,29,37
"10724",16,50,88,69,82,107,119,77,50
"10725",1,8,6,9,5,7,8,4,1
"10726",4,19,39,22,31,37,18,8,12
"10727",0,1,126,158,118,72,60,35,38
"10728",0,0,3,0,0,1,0,0,2
"10729",0,0,1,0,2,8,1,7,3
"10730",0,0,0,0,0,0,0,11,25
"10731",17,65,50,43,60,63,55,33,27
"10732",191,392,422,472,342,283,236,184,108
"10733",0,0,0,0,0,0,10,13,12
"10734",0,0,0,0,0,0,0,0,32
"10735",0,0,0,6,13,32,12,12,6
"10736",24,51,109,147,104,110,85,128,72
"10737",19,17,28,39,28,20,15,19,15
"10738",3,33,50,51,21,25,21,20,22
"10739",0,0,0,0,1,23,11,2,7
"10740",0,0,0,0,6,18,17,53,3
"10741",0,0,0,0,0,2,10,40,1
"10742",0,0,0,163,167,141,117,82,42
"10743",0,0,0,0,0,4,1,1,2
"10744",5,12,9,17,15,22,7,0,7
"10745",0,0,0,0,34,65,67,48,37
"10746",1,5,7,63,36,57,35,19,16
"10747",0,0,0,0,0,0,0,0,16
"10748",36,132,257,304,220,189,157,103,79
"10749",0,25,6,1,0,0,1,1,0
"10750",0,0,1,2,1,2,4,1,2
"10751",0,1,4,2,5,1,1,1,0
"10752",2,2,8,12,14,20,13,13,14
"10753",0,0,0,0,0,0,0,0,22
"10754",0,0,0,0,0,0,0,197,83
"10755",2,4,11,11,8,56,59,24,17
"10756",0,0,0,0,0,0,0,0,31
"10757",9,4,9,16,10,5,6,8,4
"10758",0,0,17,11,14,19,8,6,7
"10759",0,0,0,0,1,1,0,1,1
"10760",0,0,0,0,0,0,0,0,19
"10761",1,3,15,11,8,4,4,7,9
"10762",1,16,9,15,18,8,8,9,3
"10763",38,84,157,150,134,229,118,73,61
"10764",0,0,0,0,0,0,0,0,5
"10765",3,17,28,29,18,16,32,22,11
"10766",0,0,0,0,0,0,18,21,10
"10767",43,455,586,717,732,534,444,443,280
"10768",0,0,0,0,0,0,43,45,30
"10769",3,0,3,6,2,1,2,0,0
"10770",0,0,0,0,0,0,2,8,4
"10771",0,0,0,0,13,73,28,33,27
"10772",5,26,31,22,37,27,33,28,6
"10773",0,19,23,23,28,31,19,20,18
"10774",0,0,0,0,0,0,0,2,0
"10775",0,2,6,1,5,8,4,5,1
"10776",15,118,184,58,73,49,86,37,22
"10777",4,51,26,20,26,20,10,15,5
"10778",5,12,5,22,14,11,9,11,12
"10779",0,0,0,3,5,4,6,3,2
"10780",0,0,0,0,3,0,1,0,3
"10781",0,0,0,0,1,0,0,0,0
"10782",0,0,0,0,0,0,0,1,4
"10783",0,1,5,5,4,1,7,0,2
"10784",0,0,0,0,48,141,81,58,43
"10785",0,0,0,18,59,93,90,64,45
"10786",0,0,0,0,0,0,0,6,4
"10787",0,0,1,2,0,4,0,1,1
"10788",0,0,0,54,134,98,132,40,37
"10789",0,0,1583,5282,5572,5278,4178,4693,2286
"10790",4,27,49,64,92,63,39,34,16
"10791",0,0,0,0,0,0,0,16,8
"10792",3,18,44,25,20,20,16,10,13
"10793",6,25,63,44,28,39,22,20,11
"10794",0,3,0,0,0,0,0,0,0
"10795",0,0,0,0,7,3,2,3,2
"10796",0,0,6,16,20,9,10,4,3
"10797",7,1,3,6,6,3,6,3,8
"10798",9,24,30,32,42,38,57,76,51
"10799",0,0,14,57,38,35,16,10,7
"10800",0,1,0,6,2,10,9,12,5
"10801",6,20,12,24,22,50,42,21,19
"10802",2,5,5,20,29,18,17,13,7
"10803",2,4,5,1,6,0,2,0,1
"10804",0,0,0,0,0,0,2,41,45
"10805",0,0,0,0,0,0,34,45,38
"10806",0,0,0,0,0,0,8,9,0
"10807",0,0,0,0,1,0,4,0,1
"10808",0,0,2,1,1,1,1,0,0
"10809",0,0,10,102,84,92,68,72,49
"10810",0,5,5,6,4,1,3,4,1
"10811",0,0,19,14,5,1,0,0,0
"10812",0,0,6,39,27,19,10,13,9
"10813",8,20,49,94,63,51,68,33,22
"10814",0,0,13,29,24,18,16,26,33
"10815",0,0,0,0,14,32,16,15,25
"10816",1,21,17,59,40,48,59,36,30
"10817",0,0,0,0,5,2,1,0,4
"10818",0,0,0,2,7,7,10,5,1
"10819",0,0,0,0,0,0,0,0,1
"10820",0,0,0,25,6,2,2,0,0
"10821",0,0,0,0,0,0,0,0,14
"10822",3,10,10,3,3,6,0,1,1
"10823",73,281,391,436,519,509,427,401,259
"10824",2,5,7,9,27,24,10,11,9
"10825",1,1,4,17,34,16,11,13,10
"10826",2,20,33,46,42,59,29,52,36
"10827",0,9,16,17,10,3,6,0,4
"10828",5,0,1,0,0,1,0,5,3
"10829",0,0,0,0,0,4,178,155,90
"10830",0,4,11,2,11,7,11,13,4
"10831",2,21,18,5,27,9,8,3,1
"10832",0,0,0,0,0,0,0,0,3
"10833",3,5,14,15,10,11,2,4,1
"10834",0,0,2,10,0,2,0,1,2
"10835",0,0,0,0,0,0,0,90,32
"10836",2,76,50,55,51,32,28,17,14
"10837",15,73,40,25,3,2,0,0,0
"10838",16,61,88,127,160,140,103,89,59
"10839",1,7,13,69,50,21,8,16,5
"10840",0,0,0,0,0,0,0,9,2
"10841",0,0,19,41,19,22,15,12,3
"10842",0,0,6,4,0,6,8,8,1
"10843",1,5,17,14,10,15,15,9,7
"10844",0,5,3,1,4,3,0,0,0
"10845",0,0,0,0,0,0,1,0,1
"10846",0,0,0,26,85,140,194,83,31
"10847",0,0,0,10,7,7,2,2,2
"10848",0,0,0,0,0,0,30,56,33
"10849",10,21,10,14,6,2,1,1,0
"10850",49,257,335,297,249,204,128,85,55
"10851",19,158,185,128,95,62,42,98,48
"10852",95,307,400,396,445,465,349,247,244
"10853",0,0,0,0,0,0,0,0,10
"10854",0,7,8,9,9,9,10,6,2
"10855",0,0,0,2,1,3,1,0,1
"10856",0,0,0,11,159,101,91,76,131
"10857",0,4,7,5,3,6,3,1,1
"10858",10,27,59,58,76,74,58,49,33
"10859",2,1,2,6,0,0,0,0,0
"10860",0,0,0,0,0,0,0,0,9
"10861",0,1,6,5,0,2,6,2,0
"10862",16,55,74,100,113,99,86,77,52
"10863",10,12,39,44,32,43,29,31,27
"10864",12,26,84,92,40,39,25,19,10
"10865",0,0,0,0,0,0,0,8,2
"10866",0,5,16,27,8,12,14,7,12
"10867",10,55,114,112,143,95,118,88,79
"10868",12,38,58,72,60,115,41,23,21
"10869",0,0,0,0,49,106,28,12,9
"10870",10,13,24,29,25,23,27,8,11
"10871",0,2,2,6,13,17,48,39,23
"10872",0,0,1,0,1,0,0,1,1
"10873",71,260,310,368,436,344,296,227,117
"10874",0,0,0,0,0,0,0,20,8
"10875",2,12,39,19,32,22,14,20,14
"10876",1,2,1,0,0,0,0,0,0
"10877",0,0,0,0,206,439,184,139,84
"10878",0,0,0,0,0,0,0,0,153
"10879",0,0,0,0,0,0,0,7,10
"10880",0,0,0,0,0,0,0,0,49
"10881",0,0,0,0,0,0,0,0,4
"10882",55,155,303,401,297,283,263,193,188
"10883",11,24,46,53,53,70,39,56,33
"10884",7,55,62,97,75,52,40,15,16
"10885",5,0,2,4,6,17,6,2,1
"10886",0,0,0,0,22,13,7,6,5
"10887",0,0,0,0,0,0,0,19,81
"10888",0,0,0,3,2,3,3,1,1
"10889",0,0,0,0,5,5,10,13,7
"10890",4,6,28,45,27,33,19,12,5
"10891",12,44,97,83,97,67,59,52,43
"10892",2,20,61,60,44,48,30,60,35
"10893",1,0,1,10,44,25,2,0,0
"10894",0,0,0,0,0,0,72,69,52
"10895",0,0,0,0,0,0,0,0,1
"10896",0,0,0,0,0,0,0,0,80
"10897",1,59,91,106,104,75,89,70,74
"10898",0,195,301,381,454,501,459,337,319
"10899",0,0,0,0,2,11,11,11,4
"10900",3,23,60,35,28,33,33,37,21
"10901",0,0,0,0,0,0,0,0,29
"10902",0,3,2,5,10,3,2,1,1
"10903",0,3,7,4,1,3,4,1,0
"10904",0,17,13,8,9,9,10,4,4
"10905",0,0,0,0,0,0,0,33,39
"10906",0,0,0,0,0,42,62,34,18
"10907",28,74,50,59,55,50,56,51,40
"10908",0,0,4,6,6,16,8,4,2
"10909",0,3,5,15,12,12,2,7,2
"10910",0,0,0,106,172,192,156,126,74
"10911",10,49,71,39,29,28,17,8,15
"10912",0,27,19,23,9,10,9,11,16
"10913",0,0,17,61,76,81,95,111,60
"10914",0,6,14,35,25,45,47,38,13
"10915",1,8,15,20,20,9,11,8,13
"10916",0,0,0,1,2,4,6,5,2
"10917",11,34,50,50,26,77,57,38,31
"10918",0,0,0,0,0,0,0,0,2
"10919",0,0,0,0,0,0,0,0,1
"10920",2,8,6,4,7,5,19,45,14
"10921",0,0,0,0,40,24,23,26,9
"10922",0,0,0,0,0,0,1,21,3
"10923",0,0,0,3,0,0,0,0,1
"10924",49,213,193,161,210,293,255,234,162
"10925",0,0,0,0,0,0,0,0,703
"10926",0,0,0,0,0,3,17,13,11
"10927",0,0,0,0,0,0,0,11,26
"10928",0,0,0,0,0,0,0,20,364
"10929",0,5,15,22,23,25,13,13,12
"10930",0,0,0,0,2,7,8,12,5
"10931",0,0,3,1,2,0,0,2,0
"10932",0,2,3,5,1,6,0,0,0
"10933",0,0,0,1,0,0,0,0,0
"10934",0,0,0,0,0,0,1,0,0
"10935",2,9,27,62,64,55,39,24,9
"10936",0,99,131,121,141,125,95,61,60
"10937",5,58,75,73,103,149,126,101,75
"10938",4,5,25,29,65,75,89,82,95
"10939",0,1,1,0,1,2,2,2,1
"10940",1,7,9,15,10,12,6,10,3
"10941",0,0,0,0,7,7,6,8,2
"10942",0,0,0,0,0,14,21,8,11
"10943",0,0,0,0,0,56,22,20,45
"10944",37,118,172,195,194,230,205,176,129
"10945",0,0,0,0,0,0,8,25,26
"10946",0,0,0,0,0,0,0,0,1
"10947",4,26,21,13,13,12,23,8,5
"10948",0,0,0,0,0,0,0,0,262
"10949",0,0,0,0,0,0,0,1,112
"10950",0,0,0,0,0,0,0,3,5
"10951",0,0,0,0,0,0,0,0,1
"10952",0,5,6,7,5,3,0,0,3
"10953",0,0,0,0,0,0,0,1,3
"10954",1,1,2,2,2,4,1,0,4
"10955",0,0,0,0,0,0,0,8,6
"10956",0,0,0,0,0,0,0,25,36
"10957",0,0,0,27,342,204,226,199,156
"10958",0,0,0,22,29,26,19,11,6
"10959",2,8,2,6,8,4,1,3,6
"10960",0,0,0,0,0,70,133,37,25
"10961",0,0,81,799,648,613,359,282,172
"10962",20,89,88,87,53,60,72,50,28
"10963",1,53,44,27,17,7,11,2,4
"10964",1,21,18,20,14,9,14,13,2
"10965",434,2642,2923,3278,3288,2723,2066,1620,1271
"10966",15,60,64,67,47,48,40,37,30
"10967",0,0,0,0,1,1,1,2,2
"10968",5,40,65,62,56,66,42,34,31
"10969",0,1,0,3,2,4,2,1,1
"10970",0,7,51,37,38,22,20,17,13
"10971",0,1,2,0,2,0,6,3,3
"10972",0,0,0,0,0,2,0,0,3
"10973",14,96,140,118,88,71,51,131,46
"10974",0,0,0,0,3,1,3,4,3
"10975",12,15,28,21,38,41,37,81,51
"10976",0,0,0,1,1,1,4,0,2
"10977",1,12,26,23,60,77,49,25,22
"10978",62,158,232,255,262,263,301,256,205
"10979",65,247,288,296,280,218,163,76,57
"10980",0,0,1,0,1,1,3,1,0
"10981",0,0,0,3,2,2,0,0,0
"10982",0,0,0,0,0,0,238,192,73
"10983",0,0,0,21,41,51,42,27,23
"10984",16,77,60,83,144,122,66,56,31
"10985",4,23,22,14,1,0,0,0,0
"10986",0,0,0,0,0,0,0,57,108
"10987",12,95,118,176,111,110,35,37,29
"10988",0,0,3,1,0,0,0,0,1
"10989",0,0,0,0,2,3,7,31,18
"10990",0,0,1,1,1,1,0,2,1
"10991",0,5,4,5,2,2,4,8,2
"10992",4,17,20,17,22,29,21,22,7
"10993",0,0,0,0,0,0,44,109,47
"10994",1,4,5,0,0,1,0,1,1
"10995",39,178,228,207,273,188,137,94,55
"10996",5,21,29,22,36,39,37,25,12
"10997",2,4,3,3,0,9,40,15,3
"10998",0,2,1,1,1,2,1,2,1
"10999",1,3,2,3,0,0,1,1,0
"11000",0,0,0,0,0,0,0,0,63
"11001",2,11,19,13,6,6,13,26,15
"11002",0,2,1,3,0,0,2,0,0
"11003",6,65,123,85,93,101,70,58,56
"11004",0,0,0,0,0,0,0,10,9
"11005",0,2,11,1,3,5,3,5,1
"11006",0,0,0,9,13,12,0,2,4
"11007",4,12,42,23,14,5,9,2,32
"11008",0,13,23,18,15,6,6,8,24
"11009",7,29,41,26,3,5,2,3,4
"11010",0,0,0,0,0,0,12,13,9
"11011",4,3,8,13,9,9,2,2,0
"11012",46,178,181,194,191,237,170,100,49
"11013",0,6,7,13,23,17,19,8,12
"11014",0,0,2,9,2,3,4,11,6
"11015",0,1,12,3,15,8,10,2,0
"11016",0,0,0,0,0,90,496,393,190
"11017",0,0,0,0,0,0,0,8,7
"11018",0,0,0,0,0,0,0,44,33
"11019",15,99,114,120,111,78,74,62,54
"11020",0,0,5,33,29,20,12,13,24
"11021",60,120,47,45,25,27,29,20,39
"11022",0,0,0,0,0,0,0,3,1
"11023",22,113,149,131,151,110,53,45,28
"11024",1,1,0,3,2,4,6,0,3
"11025",0,0,0,0,0,0,0,0,63
"11026",0,4,8,21,18,10,5,8,0
"11027",29,142,137,82,87,86,56,54,29
"11028",0,0,0,0,24,30,19,18,8
"11029",0,0,0,0,0,0,0,0,74
"11030",4,9,7,8,5,6,4,4,0
"11031",2,17,24,19,25,14,19,12,13
"11032",2,2,2,26,11,7,7,6,2
"11033",0,2,8,19,25,9,10,5,5
"11034",0,4,6,9,8,6,7,5,5
"11035",98,402,599,572,575,567,431,308,284
"11036",0,2,23,53,25,15,11,6,11
"11037",1,15,16,13,15,13,12,8,5
"11038",14,50,93,110,119,98,118,28,26
"11039",5,21,26,10,2,0,0,0,0
"11040",0,0,0,0,1,35,97,76,35
"11041",0,0,0,0,0,0,0,450,298
"11042",0,0,0,0,0,258,182,56,46
"11043",0,0,0,0,0,0,0,90,54
"11044",1,4,8,2,7,4,2,1,0
"11045",3,24,19,17,13,9,6,5,2
"11046",3,8,17,21,9,7,11,12,6
"11047",20,54,106,106,73,72,61,41,27
"11048",2,7,20,18,18,26,10,22,6
"11049",0,3,1,0,0,0,0,0,0
"11050",0,14,9,32,27,46,20,14,19
"11051",0,0,0,0,19,29,16,9,6
"11052",23,69,119,159,127,126,60,33,38
"11053",10,33,49,59,67,83,81,65,46
"11054",0,260,1026,1651,2019,78,1684,1636,1172
"11055",0,6,24,14,18,20,6,10,14
"11056",0,0,0,0,0,0,0,0,84
"11057",3,0,0,0,0,5,25,0,0
"11058",3,13,18,18,21,18,10,8,7
"11059",0,0,0,0,1,1,3,4,3
"11060",0,0,0,0,0,199,492,373,278
"11061",0,0,0,0,0,0,0,0,15
"11062",0,1,7,2,9,1,0,2,0
"11063",1,19,21,16,7,12,8,6,8
"11064",0,0,0,1,2,8,2,4,0
"11065",0,0,0,0,0,0,1,0,1
"11066",0,0,0,82,124,79,43,42,24
"11067",19,97,92,121,115,77,101,75,60
"11068",33,65,99,100,91,88,50,19,10
"11069",29,79,87,89,70,66,48,45,29
"11070",0,0,0,0,0,0,12,21,3
"11071",0,0,0,0,0,0,0,1,0
"11072",22,86,133,148,162,184,131,103,71
"11073",0,0,0,0,123,99,80,36,26
"11074",1,0,0,0,1,0,1,0,0
"11075",0,0,0,0,0,0,0,14,21
"11076",0,0,0,0,28,31,31,26,24
"11077",0,0,0,0,0,297,397,346,539
"11078",0,0,0,0,0,0,0,22,38
"11079",57,60,51,81,94,78,99,101,43
"11080",0,0,0,39,858,633,505,380,263
"11081",0,10,46,52,46,36,33,28,23
"11082",5,17,21,6,10,9,9,1,9
"11083",1,4,4,2,3,7,3,3,0
"11084",0,2,42,33,61,32,36,19,12
"11085",1,8,19,25,21,17,29,12,8
"11086",10,42,41,86,136,222,166,103,72
"11087",0,0,0,0,0,0,1,0,0
"11088",79,265,275,253,221,145,128,93,45
"11089",3,5,7,9,3,8,4,4,6
"11090",0,0,0,0,0,0,0,0,7
"11091",3,6,8,12,12,17,10,6,6
"11092",0,0,3,15,10,1,3,3,2
"11093",0,0,0,0,0,0,0,0,4
"11094",0,0,0,122,54,94,62,35,16
"11095",3,3,6,11,4,4,1,0,2
"11096",0,6,6,0,1,2,6,0,0
"11097",11,21,36,56,136,97,76,36,30
"11098",0,3,5,4,11,9,14,12,6
"11099",47,164,249,246,246,274,245,201,134
"11100",3,13,16,7,6,13,10,6,25
"11101",0,0,0,0,0,0,0,0,322
"11102",0,5,11,11,16,10,11,10,8
"11103",1,3,1,3,3,51,17,0,0
"11104",0,2,7,1,0,0,0,0,0
"11105",22,70,30,55,39,58,27,81,53
"11106",0,6,29,25,18,22,26,23,10
"11107",0,0,0,0,0,0,469,418,242
"11108",0,2,21,7,4,7,5,1,0
"11109",34,118,163,210,150,151,219,213,159
"11110",0,16,36,22,22,48,31,12,6
"11111",6,61,64,92,74,62,54,34,26
"11112",0,0,0,3,2,3,6,4,14
"11113",12,49,66,43,111,63,55,34,35
"11114",0,11,10,10,13,18,13,12,13
"11115",0,0,0,0,0,0,60,101,165
"11116",24,180,121,126,142,116,120,99,74
"11117",0,0,0,1,0,0,3,1,0
"11118",27,139,110,112,121,80,42,27,13
"11119",20,100,172,147,144,100,75,83,51
"11120",0,0,1,1,9,5,3,2,3
"11121",0,145,471,404,510,535,383,279,180
"11122",4,19,34,37,30,18,29,12,11
"11123",16,57,115,103,103,107,95,71,63
"11124",0,0,0,0,1,48,32,28,35
"11125",7,30,40,48,31,37,36,18,11
"11126",1,11,48,27,15,13,22,10,7
"11127",0,0,0,0,0,0,0,0,12
"11128",0,0,0,0,0,0,0,2,1
"11129",0,0,9,10,12,19,6,3,2
"11130",1,30,36,16,25,17,11,5,4
"11131",2,6,9,13,10,3,5,5,6
"11132",0,1,1,0,1,1,1,0,0
