"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"9827",1422,1364,1433,1536,1627,2137,2122
"9828",1,1,0,3,0,0,0
"9829",15,7,79,38,31,35,22
"9830",11,5,6,5,5,11,17
"9831",4,1,4,2,3,3,3
"9832",12,10,28,16,21,29,18
"9833",16,15,17,16,21,28,19
"9834",0,1,0,0,0,1,0
"9835",9,5,9,6,11,8,6
"9836",0,20,6,2,8,5,4
"9837",3,4,6,5,12,17,17
"9838",3,8,15,5,10,9,0
"9839",0,1,2,4,0,0,0
"9840",2,2,3,2,4,2,1
"9841",32,33,19,25,31,22,25
"9842",3,2,2,1,3,0,0
"9843",1,8,4,7,6,5,9
"9844",3,3,10,9,11,9,9
"9845",11,5,10,16,28,19,17
"9846",4,6,9,9,5,20,13
"9847",0,0,0,0,1,5,1
"9848",43,37,34,26,43,45,33
"9849",4,6,7,48,56,103,9
"9850",32,35,48,48,43,53,45
"9851",5,11,21,40,31,37,33
"9852",3,0,1,1,2,7,3
"9853",5,6,6,11,16,10,11
"9854",2,0,1,1,4,13,0
"9855",60,41,78,70,85,138,161
"9856",9,2,7,8,7,13,10
"9857",2,8,16,15,16,11,17
"9858",37,47,57,36,62,55,48
"9859",1,0,0,0,0,2,2
"9860",5,10,8,7,14,23,19
"9861",2,1,4,1,1,1,0
"9862",2,2,0,4,2,1,3
"9863",8,5,8,7,7,5,1
"9864",5,11,8,8,4,9,7
"9865",0,0,1,2,0,3,0
"9866",14,10,8,8,12,16,16
"9867",5,7,2,6,5,4,5
"9868",231,188,157,161,183,289,326
"9869",13,18,17,17,14,12,21
"9870",21,22,33,24,31,28,26
"9871",0,2,2,0,0,3,4
"9872",45,56,38,44,75,127,69
"9873",24,36,30,25,34,48,33
"9874",13,11,16,7,9,1,0
"9875",0,4,5,0,5,8,5
"9876",33,83,65,65,79,148,95
"9877",139,161,143,162,161,15,7
"9878",254,223,213,228,258,343,338
"9879",0,0,0,0,0,1,0
"9880",15,17,23,12,19,10,4
"9881",9,18,15,5,15,29,12
"9882",12,21,3,9,4,17,3
"9883",8,7,9,6,7,20,26
"9884",41,39,33,32,29,18,20
"9885",48,57,56,59,59,49,52
"9886",7,9,56,15,27,15,11
"9887",2,2,2,2,2,0,2
"9888",34,53,48,53,54,38,32
"9889",5,7,7,10,4,6,3
"9890",20,19,14,23,16,26,33
"9891",1,0,1,0,0,0,0
"9892",17,9,8,21,19,17,20
"9893",5,5,2,6,7,6,4
"9894",0,0,0,1,0,0,1
"9895",37,26,33,29,39,58,52
"9896",41,26,41,37,44,108,103
"9897",288,475,453,450,494,732,322
"9898",5,7,3,4,1,6,11
"9899",30,16,20,33,19,50,39
"9900",169,109,126,107,142,227,284
"9901",487,400,397,380,461,725,733
"9902",56,14,56,108,100,114,124
"9903",27,16,21,21,42,54,55
"9904",46,27,35,31,37,99,119
"9905",4,2,4,4,7,5,7
"9906",15,5,6,9,3,17,13
"9907",53,68,70,53,60,96,3
"9908",1,10,14,29,24,51,16
"9909",2,2,0,2,0,3,6
"9910",0,3,6,2,0,3,3
"9911",45,37,58,46,40,69,63
"9912",2,1,4,1,4,5,7
"9913",1,1,4,6,5,5,6
"9914",5,1,3,1,4,0,0
"9915",80,83,76,90,95,81,72
"9916",0,0,0,0,1,0,1
"9917",15,23,16,27,19,56,36
"9918",4,8,8,6,12,9,10
"9919",0,0,0,0,1,0,0
"9920",4,1,4,3,8,6,5
"9921",6,8,10,6,2,6,2
"9922",9,5,2,3,1,7,10
"9923",9,3,4,4,6,3,8
"9924",0,0,1,2,0,1,1
"9925",81,77,64,106,93,136,149
"9926",76,66,71,65,72,120,98
"9927",89,89,98,79,86,73,58
"9928",6,0,6,7,3,4,10
"9929",0,0,1,0,1,4,1
"9930",2,4,2,4,2,6,9
"9931",6,7,3,11,7,5,12
"9932",0,1,0,1,1,1,0
"9933",0,0,0,0,1,0,0
"9934",0,1,0,0,0,0,0
"9935",19,15,16,13,19,19,40
"9936",6,4,3,5,4,3,18
"9937",8,15,13,9,13,27,13
"9938",19,13,9,13,14,12,11
"9939",14,9,13,11,11,2,1
"9940",97,97,104,96,105,206,198
"9941",1,0,1,3,2,1,0
"9942",6,8,6,8,8,14,10
"9943",24,9,19,14,13,11,17
"9944",15,10,6,12,8,35,34
"9945",38,35,34,35,36,54,51
"9946",0,2,1,5,1,9,7
"9947",19,19,17,38,22,32,44
"9948",5,4,7,7,13,23,12
"9949",5,8,8,6,6,4,3
"9950",156,150,168,166,146,249,224
"9951",22,27,39,35,30,23,23
"9952",0,2,1,7,6,6,7
"9953",15,14,22,12,24,26,31
"9954",1,3,3,2,4,6,4
"9955",3,6,5,9,15,9,10
"9956",20,16,28,27,33,27,17
"9957",4,8,5,11,6,5,6
"9958",3,9,6,9,16,20,11
"9959",9,11,12,11,17,19,12
"9960",14,10,15,11,9,21,21
"9961",241,211,226,251,286,542,487
"9962",9,8,16,9,15,18,19
"9963",25,19,22,24,28,42,45
"9964",22,24,34,28,33,37,50
"9965",9,14,11,5,10,3,2
"9966",3,3,0,5,3,3,4
"9967",7,14,12,20,15,0,1
"9968",0,0,0,0,0,1,0
"9969",15,10,10,19,21,22,19
"9970",20,27,34,25,48,36,36
"9971",5,7,6,12,4,3,5
"9972",1,8,3,5,2,2,4
"9973",87,81,92,89,108,186,157
"9974",2,2,1,4,6,3,5
"9975",18,27,23,19,12,11,17
"9976",7,4,13,9,37,7,5
"9977",5,2,2,0,1,1,4
"9978",28,30,24,38,37,83,74
"9979",0,0,1,1,1,0,0
"9980",2,2,4,4,3,2,3
"9981",2,0,1,0,1,0,2
"9982",96,26,20,61,80,109,167
"9983",0,1,0,0,0,1,0
"9984",3,1,3,1,3,4,3
"9985",35,25,72,77,88,81,108
"9986",9,10,5,6,7,3,10
"9987",46,39,27,37,28,26,30
"9988",0,0,1,1,0,0,2
"9989",11,9,10,12,8,14,5
"9990",0,0,0,1,0,0,0
"9991",165,211,286,251,198,143,22
"9992",2096,1460,1279,1378,1991,3430,3396
"9993",15,16,27,22,39,12,19
"9994",326,386,362,396,391,483,471
"9995",2,0,4,1,2,0,3
"9996",30,24,35,25,42,31,23
"9997",0,0,0,2,0,0,0
"9998",189,147,170,181,187,270,261
"9999",0,0,0,0,0,2,2
"10000",21,29,22,28,37,32,28
"10001",42,33,43,34,53,77,67
"10002",19,31,22,43,23,19,21
"10003",0,2,0,3,1,1,3
"10004",1,2,2,0,2,1,0
"10005",3,3,5,6,11,8,11
"10006",1,5,3,4,4,1,5
"10007",49,67,59,72,67,83,71
"10008",9,9,11,10,9,12,3
"10009",3,5,23,26,24,56,67
"10010",8,2,15,11,9,18,12
"10011",16,22,14,11,14,11,18
"10012",137,105,102,107,195,278,199
"10013",9,8,13,12,8,14,10
"10014",11,8,11,21,14,26,28
"10015",239,245,283,270,373,560,447
"10016",65,46,59,64,77,256,288
"10017",13,19,7,17,31,20,15
"10018",6,2,0,4,2,2,1
"10019",7,3,2,3,2,0,6
"10020",258,147,136,198,219,401,458
"10021",144,171,127,178,177,226,167
"10022",36,30,33,58,44,88,69
"10023",2,2,1,2,2,4,0
"10024",0,2,0,0,1,1,0
"10025",3,2,8,1,4,2,2
"10026",101,99,135,124,132,317,308
"10027",3,6,4,3,5,0,0
"10028",245,226,265,291,339,529,574
"10029",8,5,10,17,6,9,16
"10030",58,37,52,51,32,25,19
"10031",29,18,22,20,19,31,18
"10032",0,2,0,1,0,1,2
"10033",48,73,57,56,61,10,9
"10034",15,15,6,12,19,21,18
"10035",450,453,432,430,519,631,591
"10036",11,10,13,10,11,8,4
"10037",6,6,12,14,26,7,6
"10038",1,3,7,3,3,3,0
"10039",4,4,2,13,7,8,5
"10040",51,31,56,45,59,107,77
"10041",0,0,1,0,0,0,0
"10042",38,25,15,28,25,55,59
"10043",4,11,14,13,10,13,12
"10044",7,16,24,19,20,31,32
"10045",86,71,113,100,126,190,183
"10046",0,3,0,1,3,2,0
"10047",1,3,1,1,1,3,2
"10048",1,1,2,5,12,10,7
"10049",55,38,46,46,41,32,26
"10050",127,142,147,133,146,185,202
"10051",7,6,4,5,4,6,3
"10052",0,0,1,0,0,0,0
"10053",34,22,30,36,29,50,47
"10054",22,19,31,23,26,37,22
"10055",20,17,9,10,14,15,14
"10056",1,0,0,0,0,0,0
"10057",1,21,28,20,16,52,69
"10058",65,51,57,46,84,205,112
"10059",99,98,91,85,126,280,275
"10060",3,7,5,9,1,7,4
"10061",14,17,18,20,19,13,1
"10062",134,129,129,140,130,225,189
"10063",55,50,36,55,41,77,92
"10064",113,125,291,300,445,892,483
"10065",25,20,24,17,22,41,53
"10066",0,0,1,0,2,1,2
"10067",2,1,1,1,1,5,0
"10068",23,31,37,33,56,31,23
"10069",0,0,0,0,1,1,2
"10070",30,35,52,70,53,44,50
"10071",4,4,5,8,8,14,20
"10072",1,0,1,1,2,2,1
"10073",8,8,5,9,11,21,10
"10074",157,114,134,150,102,181,222
"10075",39,49,47,39,38,64,55
"10076",8,7,5,7,23,17,18
"10077",2,5,0,3,1,1,3
"10078",0,0,0,1,1,1,1
"10079",109,125,89,128,128,146,131
"10080",0,1,0,0,0,0,0
"10081",9,7,13,12,12,7,6
"10082",13,13,20,14,21,45,22
"10083",52,48,40,51,54,81,72
"10084",1,5,6,1,23,13,1
"10085",24,13,22,19,24,28,39
"10086",0,1,0,1,0,0,1
"10087",17,7,21,8,6,6,6
"10088",3,13,21,13,22,49,20
"10089",39,13,79,118,126,193,249
"10090",0,1,0,5,3,5,3
"10091",111,80,91,85,92,78,93
"10092",26,8,6,5,11,28,43
"10093",29,28,35,27,38,43,30
"10094",80,94,59,68,110,165,158
"10095",10,12,4,8,22,23,28
"10096",10,11,17,14,26,18,13
"10097",12,12,11,9,14,21,24
"10098",1,2,2,1,1,3,2
"10099",5,12,14,10,11,10,7
"10100",44,26,39,28,31,27,22
"10101",28,17,18,21,25,27,30
"10102",14,12,18,17,21,65,42
"10103",514,432,373,450,443,833,856
"10104",154,160,155,157,222,365,273
"10105",109,94,82,107,100,193,177
"10106",11,14,10,18,12,30,60
"10107",92,68,82,68,90,149,162
"10108",1,1,3,1,3,1,1
"10109",17,8,17,10,14,28,31
"10110",20,37,33,43,31,60,19
"10111",215,176,205,229,220,425,478
"10112",1,1,2,5,7,6,8
"10113",38,35,24,22,25,57,49
"10114",105,127,109,120,109,230,230
"10115",4,8,10,14,10,23,13
"10116",11,12,7,11,17,11,6
"10117",7,0,2,3,4,0,5
"10118",7,7,4,9,10,8,13
"10119",52,47,38,46,47,63,63
"10120",2,4,3,4,7,2,1
"10121",14,34,22,18,21,25,21
"10122",4,6,3,7,6,8,6
"10123",1,2,1,1,0,0,0
"10124",21,24,20,21,21,38,24
"10125",9,9,4,5,4,7,8
"10126",5,14,13,25,28,40,42
"10127",4,2,2,3,4,1,2
"10128",39,35,35,36,29,79,56
"10129",59,46,34,62,55,68,58
"10130",0,0,2,1,1,2,7
"10131",206,237,195,238,224,225,203
"10132",413,484,481,429,351,10,4
"10133",4,2,4,5,7,6,10
"10134",1,2,5,2,4,1,9
"10135",24,20,12,22,20,15,14
"10136",6,7,0,6,8,5,8
"10137",2,1,3,2,3,5,3
"10138",1,0,0,1,2,1,3
"10139",3,8,3,4,4,0,3
"10140",17,30,15,13,15,27,40
"10141",2,2,1,0,1,1,2
"10142",985,722,692,749,1113,1959,2015
"10143",90,79,83,82,95,133,106
"10144",3,1,1,1,3,12,0
"10145",11,11,7,13,8,20,17
"10146",2,0,1,1,3,0,1
"10147",31,30,24,34,24,34,40
"10148",0,0,0,1,0,1,0
"10149",50,55,41,52,41,76,72
"10150",2,13,9,6,8,12,12
"10151",15,14,25,26,28,31,30
"10152",1,3,3,4,5,5,0
"10153",1,3,4,7,3,2,1
"10154",1,2,2,3,5,7,4
"10155",86,87,88,80,91,95,118
"10156",55,60,77,59,71,38,10
"10157",6,3,7,3,5,8,4
"10158",1,1,1,0,1,1,2
"10159",3,2,3,3,0,5,5
"10160",2,1,2,1,2,3,1
"10161",123,25,35,27,164,394,406
"10162",5,3,12,8,3,0,0
"10163",663,638,631,670,646,254,195
"10164",2,9,3,5,3,5,7
"10165",15,18,32,40,34,25,10
"10166",5,3,4,4,6,5,11
"10167",0,0,0,2,0,0,2
"10168",4,18,10,15,12,14,8
"10169",5,6,4,6,12,19,16
"10170",12,9,10,13,9,14,7
"10171",483,378,363,332,512,718,796
"10172",4,6,8,11,18,23,6
"10173",12,4,14,5,8,12,23
"10174",4,2,5,1,3,9,6
"10175",45,77,68,59,76,80,79
"10176",1,0,0,0,0,0,0
"10177",10,12,11,11,8,19,22
"10178",0,4,3,5,6,21,8
"10179",0,1,1,3,0,0,1
"10180",29,44,35,38,56,111,65
"10181",19,2,6,10,4,14,14
"10182",16,8,10,12,21,43,1
"10183",53,79,95,91,107,196,182
"10184",5,7,4,7,13,20,0
"10185",17,24,24,29,21,37,12
"10186",0,1,0,0,0,1,1
"10187",6,9,8,7,3,4,4
"10188",44,39,63,37,43,75,58
"10189",1,0,4,0,0,3,1
"10190",6,4,4,5,8,7,8
"10191",1,0,0,0,3,3,0
"10192",1,0,1,0,0,0,1
"10193",2,0,0,1,1,2,1
"10194",3,2,1,5,2,1,1
"10195",1,1,2,2,1,2,1
"10196",34,24,38,27,46,64,79
"10197",50,41,50,72,94,205,161
"10198",79,56,65,83,78,165,225
"10199",7,6,10,4,9,17,11
"10200",5,15,8,5,12,5,4
"10201",6,5,4,2,3,0,0
"10202",325,234,234,241,266,432,462
"10203",19,19,26,14,29,44,31
"10204",114,125,138,138,148,164,170
"10205",2,7,2,4,7,27,13
"10206",27,33,24,32,34,45,57
"10207",1,1,1,0,2,1,0
"10208",87,83,76,92,104,139,127
"10209",191,135,136,148,185,320,413
"10210",31,22,34,45,56,62,123
"10211",37,21,25,27,45,73,78
"10212",150,125,130,126,145,250,269
"10213",13,12,7,10,8,4,2
"10214",61,46,55,36,50,73,83
"10215",31,26,52,30,32,27,23
"10216",0,2,0,0,1,0,0
"10217",66,82,75,83,90,90,83
"10218",6,2,10,8,3,11,7
"10219",27,30,31,22,28,8,25
"10220",1,2,4,3,4,2,1
"10221",2,3,1,1,2,1,4
"10222",3,2,1,1,7,11,11
"10223",20,27,52,35,52,77,30
"10224",34,40,38,34,31,64,51
"10225",35,26,27,24,36,76,49
"10226",8,5,6,12,11,14,14
"10227",1,3,2,1,3,2,2
"10228",65,66,66,68,119,173,161
"10229",137,80,88,81,134,252,279
"10230",0,0,2,0,1,0,4
"10231",5,16,14,19,27,39,90
"10232",7,4,3,2,3,4,0
"10233",5,3,9,2,5,2,5
"10234",46,27,34,48,38,63,62
"10235",376,121,318,319,420,499,585
"10236",6,10,19,18,21,22,24
"10237",28,30,24,26,42,34,10
"10238",1,1,0,3,3,0,0
"10239",14,17,11,21,17,11,17
"10240",47,42,34,45,69,53,47
"10241",16,18,17,14,21,27,29
"10242",25,18,16,12,23,32,19
"10243",15,17,17,25,20,25,21
"10244",14,12,10,8,31,18,18
"10245",13,10,7,9,12,15,14
"10246",26,34,42,52,50,84,61
"10247",22,13,13,13,28,49,42
"10248",9,11,7,7,10,13,11
"10249",3,7,2,1,1,3,4
"10250",10,14,16,77,82,89,76
"10251",0,3,0,0,0,0,0
"10252",2,2,1,2,1,5,3
"10253",17,7,5,6,7,14,16
"10254",2,0,0,2,3,7,9
"10255",201,184,154,168,163,254,302
"10256",3,5,13,34,16,35,13
"10257",14,20,26,16,40,56,45
"10258",4,0,2,4,5,8,5
"10259",5,5,4,9,12,16,14
"10260",29,41,42,43,56,64,74
"10261",48,59,58,63,69,111,111
"10262",43,69,51,67,44,2,5
"10263",13,7,8,10,15,15,10
"10264",13,8,14,16,9,17,15
"10265",27,27,26,21,29,27,40
"10266",32,79,57,48,59,75,60
"10267",1,2,0,0,0,0,0
"10268",1,4,7,5,6,18,23
"10269",5,9,6,11,21,5,3
"10270",19,24,24,28,15,15,16
"10271",0,0,0,3,1,2,2
"10272",76,65,76,71,84,152,101
"10273",65,60,64,50,71,100,92
"10274",16,8,6,6,14,11,12
"10275",28,38,42,26,24,40,1
"10276",7,2,0,7,5,4,3
"10277",2,5,5,7,5,8,8
"10278",30,31,40,37,44,42,30
"10279",2,2,1,1,5,3,0
"10280",9,8,9,8,14,38,31
"10281",58,56,49,59,75,108,98
"10282",44,61,68,57,65,72,56
"10283",1,1,1,3,2,2,0
"10284",7,7,8,2,4,7,8
"10285",13,21,12,13,11,15,3
"10286",18,10,9,13,5,22,19
"10287",5,3,4,7,8,15,9
"10288",55,33,39,44,55,30,21
"10289",1,0,2,4,3,4,0
"10290",64,37,84,94,119,163,194
"10291",388,317,335,341,457,906,927
"10292",55,53,38,38,72,115,127
"10293",1,1,1,2,0,2,0
"10294",2,1,3,2,4,1,2
"10295",13,10,11,8,14,23,15
"10296",3,6,2,4,2,6,4
"10297",14,14,8,8,8,9,15
"10298",3,6,1,2,1,0,3
"10299",0,0,0,0,3,0,3
"10300",1,3,9,5,13,16,11
"10301",4,5,8,6,18,23,14
"10302",2,5,8,4,13,7,6
"10303",19,22,22,25,30,62,73
"10304",2,1,4,7,6,2,0
"10305",0,1,4,1,3,1,1
"10306",5,3,4,2,3,2,3
"10307",45,44,32,27,34,54,74
"10308",16,2,2,11,9,44,29
"10309",36,31,33,39,48,82,72
"10310",26,30,23,24,33,82,79
"10311",2,3,2,2,1,0,1
"10312",21,26,23,21,28,36,27
"10313",2,3,2,1,7,2,1
"10314",0,2,1,1,1,2,2
"10315",3,2,4,5,4,9,7
"10316",6,0,5,8,4,3,1
"10317",220,201,202,202,220,223,290
"10318",8,4,11,4,8,14,11
"10319",0,2,11,3,8,7,3
"10320",0,1,0,0,1,2,0
"10321",0,0,2,0,2,0,1
"10322",2,5,5,5,3,7,3
"10323",3,3,3,1,2,3,2
"10324",0,1,0,1,0,1,1
"10325",93,73,64,85,71,87,80
"10326",3,5,3,3,5,4,10
"10327",0,4,3,5,8,3,2
"10328",83,77,103,118,156,157,164
"10329",53,50,63,82,81,116,22
"10330",12,20,11,13,11,10,1
"10331",287,248,251,294,396,337,390
"10332",3,5,9,6,9,21,18
"10333",2,0,2,2,1,4,7
"10334",27,16,14,19,15,20,26
"10335",12,15,14,27,16,15,8
"10336",2,4,0,3,1,3,0
"10337",31,36,41,26,43,60,49
"10338",3,10,6,12,3,4,6
"10339",7,2,3,0,3,3,4
"10340",11,4,6,7,7,7,9
"10341",13,5,0,2,7,5,9
"10342",0,5,4,0,0,4,6
"10343",5,6,7,7,6,11,17
"10344",8,8,15,12,19,13,14
"10345",2,2,4,4,4,1,6
"10346",0,0,2,2,2,3,1
"10347",0,4,8,10,6,7,5
"10348",0,5,2,1,4,4,4
"10349",2,0,0,1,1,0,0
"10350",0,4,6,8,6,20,3
"10351",3,2,3,2,2,2,1
"10352",78,92,78,82,100,117,137
"10353",18,31,30,22,26,39,45
"10354",5,18,14,23,30,34,36
"10355",38,31,21,23,32,34,44
"10356",2,3,2,4,1,7,12
"10357",0,0,1,1,0,2,1
"10358",2,4,1,3,4,11,11
"10359",41,34,24,29,45,144,183
"10360",2,22,14,14,21,0,0
"10361",14,17,14,20,34,45,46
"10362",14,18,16,26,23,36,34
"10363",0,2,2,1,2,8,2
"10364",221,171,235,209,215,293,346
"10365",194,151,152,157,169,185,190
"10366",0,1,1,1,0,0,0
"10367",8,7,8,13,9,36,22
"10368",199,135,173,130,168,229,226
"10369",1,1,2,1,3,2,2
"10370",20,15,22,15,30,12,23
"10371",7,6,6,5,9,10,10
"10372",1,3,1,0,2,0,2
"10373",21,27,24,14,16,22,24
"10374",53,38,49,37,41,46,34
"10375",3,3,2,1,1,0,0
"10376",311,236,237,235,282,361,440
"10377",10,9,0,4,8,11,7
"10378",112,128,134,130,147,163,120
"10379",2,0,1,0,1,4,2
"10380",5,9,6,10,6,10,0
"10381",11,7,12,14,11,12,15
"10382",0,0,2,0,2,0,0
"10383",0,0,2,1,1,0,0
"10384",28,12,25,27,22,27,28
"10385",14,16,15,17,16,7,2
"10386",8,1,3,2,6,3,8
"10387",4,0,0,0,1,0,0
"10388",2,5,6,3,4,5,9
"10389",159,138,163,146,187,389,446
"10390",6,1,5,3,6,6,8
"10391",22,24,15,18,29,46,32
"10392",67,106,109,95,115,102,37
"10393",104,118,116,119,191,247,216
"10394",9,10,4,3,7,15,16
"10395",50,40,47,61,53,130,127
"10396",0,1,1,0,0,0,1
"10397",36,45,52,33,63,63,41
"10398",63,26,50,52,61,46,58
"10399",16,14,15,18,17,30,48
"10400",14,13,15,8,20,22,16
"10401",4,4,3,2,7,5,8
"10402",38,53,54,70,68,28,14
"10403",7,4,9,4,12,7,6
"10404",17,21,69,46,38,47,44
"10405",1,1,2,0,3,0,0
"10406",80,76,63,66,70,82,64
"10407",25,20,7,20,15,15,22
"10408",71,55,61,56,74,81,50
"10409",97,102,119,134,154,177,123
"10410",33,41,51,48,46,118,114
"10411",0,0,2,4,9,9,9
"10412",222,312,233,254,385,362,283
"10413",71,44,66,58,65,76,56
"10414",10,10,5,11,6,13,13
"10415",50,78,48,40,41,48,44
"10416",1,3,0,3,2,2,0
"10417",1,5,2,2,2,1,0
"10418",138,120,147,150,203,293,307
"10419",14,7,4,8,4,16,16
"10420",3,5,5,3,1,3,5
"10421",3,4,11,6,3,34,36
"10422",12,8,7,12,12,16,9
"10423",3,0,5,2,1,3,2
"10424",52,105,111,91,128,291,252
"10425",4,11,5,4,10,14,16
"10426",0,0,0,1,1,0,0
"10427",4,1,4,2,1,0,1
"10428",0,4,5,6,10,7,10
"10429",1,0,0,0,0,0,0
"10430",0,0,0,0,2,0,2
"10431",3,0,0,2,1,3,1
"10432",7,7,1,1,3,3,0
"10433",31,36,30,24,41,69,70
"10434",6,9,11,8,17,14,10
"10435",8,11,9,13,15,27,1
"10436",36,35,24,33,43,29,29
"10437",3,3,7,1,9,6,5
"10438",1,0,0,0,0,0,0
"10439",27,25,38,25,41,36,54
"10440",3,7,5,6,3,10,3
"10441",9,5,6,7,10,14,12
"10442",5,6,4,9,6,19,22
"10443",10,10,8,10,11,12,10
"10444",1,0,2,4,2,8,3
"10445",0,0,2,1,1,4,2
"10446",2122,1382,1134,1273,1982,3472,3610
"10447",90,145,92,135,94,138,102
"10448",92,80,101,105,133,266,299
"10449",16,10,13,17,13,18,19
"10450",1,0,1,3,3,1,0
"10451",74,78,86,101,112,154,122
"10452",166,142,130,90,127,121,125
"10453",14,4,10,10,14,34,19
"10454",11,10,15,22,15,28,21
"10455",2,4,2,2,2,5,1
"10456",11,8,9,11,9,9,18
"10457",19,32,35,25,57,62,56
"10458",0,0,0,3,0,1,1
"10459",205,69,97,150,170,374,392
"10460",27,24,24,28,21,37,33
"10461",2,1,0,0,0,0,2
"10462",37,47,45,43,58,39,41
"10463",27,30,39,36,12,19,22
"10464",2,14,31,22,22,39,60
"10465",1,5,10,6,8,10,5
"10466",2,3,4,5,5,14,13
"10467",2,0,3,1,2,2,2
"10468",0,2,2,0,2,0,1
"10469",0,0,0,1,1,1,0
"10470",52,70,55,62,56,60,38
"10471",0,0,0,1,0,0,0
"10472",0,0,0,0,1,0,1
"10473",6,9,10,12,9,10,13
"10474",1,2,4,2,2,4,1
"10475",1,0,0,0,2,0,0
"10476",0,0,1,0,1,0,3
"10477",1,1,2,4,1,3,4
"10478",1,0,0,0,0,0,0
"10479",3,4,2,5,5,12,12
"10480",2,11,6,4,6,1,6
"10481",3,3,2,1,4,1,1
"10482",44,35,27,24,39,71,100
"10483",0,1,0,0,0,0,1
"10484",14,15,13,16,18,14,18
"10485",0,0,0,0,1,0,1
"10486",34,42,34,34,75,55,46
"10487",2,2,1,5,4,23,12
"10488",4,1,10,7,11,25,20
"10489",360,403,470,455,484,448,409
"10490",3,0,0,2,0,3,2
"10491",10,4,8,7,15,12,23
"10492",69,56,52,53,71,68,42
"10493",82,62,64,91,63,133,111
"10494",19,8,18,12,16,19,11
"10495",7,3,2,4,3,2,9
"10496",52,41,48,43,47,48,60
"10497",3,5,8,3,6,1,2
"10498",16,13,13,14,13,33,22
"10499",16,11,17,19,22,15,14
"10500",3,4,4,9,5,4,3
"10501",5,6,3,5,5,5,4
"10502",26,35,34,20,35,38,49
"10503",1,2,2,5,7,2,6
"10504",0,0,0,0,0,1,0
"10505",8,15,10,3,15,13,16
"10506",3,2,3,1,2,2,0
"10507",27,24,30,26,28,35,3
"10508",2,1,2,1,1,1,0
"10509",4,5,9,8,13,49,8
"10510",8,9,7,7,11,7,5
"10511",5,8,13,12,6,5,6
"10512",19,22,22,22,18,34,18
"10513",92,105,165,101,126,105,111
"10514",17,8,8,16,11,8,7
"10515",23,21,26,31,31,48,29
"10516",1,0,0,0,1,1,3
"10517",0,0,1,1,1,1,1
"10518",1,0,7,6,10,22,25
"10519",42,42,67,51,54,48,49
"10520",0,0,1,0,3,1,1
"10521",0,1,0,2,1,2,0
"10522",1,3,2,4,2,0,0
"10523",8,3,5,5,6,11,11
"10524",13,5,3,8,3,7,18
"10525",1,0,1,1,1,0,0
"10526",2364,1531,1529,1807,2710,3845,3502
"10527",3,3,7,3,2,4,1
"10528",1,0,1,3,6,3,0
"10529",167,189,190,177,132,146,141
"10530",0,0,0,1,1,0,0
"10531",0,0,1,2,1,0,1
"10532",5,4,8,12,10,4,0
"10533",2,1,0,2,0,0,1
"10534",19,18,14,21,25,38,26
"10535",17,18,25,17,36,44,59
"10536",52,87,111,85,87,100,33
"10537",110,95,82,79,107,186,166
"10538",6,1,3,4,2,4,4
"10539",6,5,5,3,6,7,5
"10540",3,3,0,1,3,5,3
"10541",0,0,0,0,1,1,0
"10542",1,1,2,2,1,1,3
"10543",0,2,0,3,0,1,1
"10544",2,1,4,3,0,1,3
"10545",15,9,24,13,17,11,10
"10546",15,7,15,10,13,22,18
"10547",20,13,15,14,23,34,29
"10548",16,20,16,18,14,14,15
"10549",2,1,1,6,3,3,2
"10550",5,10,5,10,7,5,10
"10551",75,103,104,92,121,137,38
"10552",23,37,54,44,47,81,77
"10553",112,134,131,151,214,303,276
"10554",10,19,27,24,32,35,39
"10555",0,0,5,2,1,1,1
"10556",388,368,357,377,488,786,825
"10557",0,0,0,1,0,3,1
"10558",1,1,1,1,2,0,4
"10559",3,3,3,3,3,5,1
"10560",48,27,27,17,32,58,67
"10561",8,7,8,13,15,5,11
"10562",30,41,42,30,34,36,40
"10563",11,23,17,28,32,36,31
"10564",7,1,2,1,3,7,14
"10565",0,0,1,0,0,4,1
"10566",950,930,1095,921,921,984,1099
"10567",14,17,17,18,26,23,28
"10568",197,170,178,170,175,197,198
"10569",54,28,42,27,37,62,48
"10570",21,18,22,20,18,40,53
"10571",1,0,1,1,0,0,2
"10572",48,56,64,52,64,206,216
"10573",28,51,57,53,66,60,34
"10574",2,2,2,1,2,3,5
"10575",10,16,8,2,6,9,14
"10576",14,24,28,21,23,34,10
"10577",66,65,81,92,81,86,101
"10578",1,4,2,8,6,1,0
"10579",17,12,23,15,30,54,18
"10580",154,130,128,123,143,222,210
"10581",46,56,68,70,58,50,61
"10582",14,12,8,13,18,38,29
"10583",1,3,4,3,1,1,1
"10584",7,9,2,9,20,28,9
"10585",2,2,2,7,4,11,9
"10586",7,8,3,4,6,0,0
"10587",22,20,22,21,13,31,45
"10588",19,16,26,26,24,25,19
"10589",6,7,6,6,11,13,6
"10590",48,29,29,37,44,45,59
"10591",18,29,31,22,33,54,19
"10592",4,4,3,7,6,7,3
"10593",1,1,1,3,1,12,7
"10594",16,29,29,19,39,49,52
"10595",13,16,8,17,36,42,24
"10596",16,20,12,14,7,16,2
"10597",0,3,0,2,1,1,2
