"","Checkin_day","Checkin_night"
"14057",12,18
"14058",19,123
"14059",7,27
"14060",0,2
"14061",9,3
"14062",1,10
"14063",5,19
"14064",231,89
"14065",28,198
"14066",31,114
"14067",4,8
"14068",25,58
"14069",48,20
"14070",357,226
"14071",5,5
"14072",164,111
"14073",2,5
"14074",569,1009
"14075",4,45
"14076",0,4
"14077",49,0
"14078",66,24
"14079",24,54
"14080",6,20
"14081",113,67
"14082",11,88
"14083",11,22
"14084",1,1
"14085",1,18
"14086",4,238
"14087",13,7
"14088",10,5
"14089",2,0
"14090",128,373
"14091",232,3363
"14092",78,106
"14093",50,50
"14094",53,1241
"14095",139,205
"14096",3,2
"14097",125,2278
"14098",3,5
"14099",582,60
"14100",43,19
"14101",205,4361
"14102",32,44
"14103",41,178
"14104",6,16
"14105",1,0
"14106",37,602
"14107",51,64
"14108",65,223
"14109",45,29
"14110",20,28
"14111",11,24
"14112",1626,3401
"14113",0,2
"14114",42,720
"14115",37,20
"14116",2,6
"14117",14,20
"14118",25,334
"14119",45,8
"14120",0,3
"14121",122,264
"14122",5,41
"14123",0,5
"14124",94,354
"14125",16,22
"14126",12,32
"14127",17,155
"14128",4,3
"14129",5,2
"14130",74,1397
"14131",452,288
"14132",237,113
"14133",0,5
"14134",3,5
"14135",14,71
"14136",377,20
"14137",25,160
"14138",1,27
"14139",30,462
"14140",95,421
"14141",39,39
"14142",7,11
"14143",452,247
"14144",16,20
"14145",22,99
"14146",132,181
"14147",65,559
"14148",39,0
"14149",9,119
"14150",20,427
"14151",81,10
"14152",8,6
"14153",2,5
"14154",4,29
"14155",147,1540
"14156",7,77
"14157",10,30
"14158",10,15
"14159",1,57
"14160",1,32
"14161",191,970
"14162",126,40
"14163",4,62
"14164",23,39
"14165",44,86
"14166",21,273
"14167",11,15
"14168",1,0
"14169",8,3
"14170",32,191
"14171",26,73
"14172",2,8
"14173",81,912
"14174",22,921
"14175",10,97
"14176",435,887
"14177",0,9
"14178",2,20
"14179",8,187
"14180",56,106
"14181",1,8
"14182",15,144
"14183",0,9
"14184",0,36
"14185",2,24
"14186",0,1
"14187",15,31
"14188",13,73
"14189",1,11
"14190",45,22
"14191",6,11
"14192",155,1530
"14193",31,191
"14194",144,460
"14195",49,218
"14196",48,258
"14197",294,449
"14198",100,97
"14199",21,58
"14200",4,13
"14201",112,325
"14202",5,11
"14203",44,30
"14204",24,135
"14205",63,100
"14206",19,62
"14207",2,19
"14208",1,14
"14209",66,225
"14210",0,3
"14211",13,45
"14212",1,1
"14213",19,41
"14214",16,26
"14215",592,1586
"14216",53,197
"14217",11,11
"14218",35,43
"14219",12,153
"14220",0,3
"14221",4,46
"14222",138,295
"14223",8,10
"14224",2,14
"14225",4,10
"14226",87,115
"14227",12,57
"14228",1,30
"14229",131,2019
"14230",39,18
"14231",5,37
"14232",0,16
"14233",23,99
"14234",57,272
"14235",4,0
"14236",345,675
"14237",7,25
"14238",27,7
"14239",170,993
"14240",2,0
"14241",5,0
"14242",39,1474
"14243",43,28
"14244",39,64
"14245",19,19
"14246",10,67
"14247",37,96
"14248",7,149
"14249",5,21
"14250",4,21
"14251",1335,106
"14252",9,11
"14253",57,20
"14254",344,264
"14255",16,82
"14256",7,8
"14257",116,221
"14258",62,262
"14259",50,22
"14260",16,316
"14261",3,0
"14262",8,104
"14263",50,25
"14264",730,527
"14265",73,479
"14266",43,94
"14267",3,1
"14268",8,50
"14269",270,321
"14270",7,2
"14271",7,36
"14272",0,31
"14273",7,5
"14274",164,174
"14275",27,86
"14276",115,192
"14277",4,7
"14278",31,111
"14279",8,287
"14280",138,213
"14281",13,37
"14282",51,169
"14283",214,2737
"14284",111,268
"14285",16,214
"14286",27,2
"14287",43,101
"14288",19,860
"14289",3,38
"14290",35,92
"14291",1,20
"14292",9,3
"14293",15,6
"14294",2,70
"14295",8,35
"14296",49,214
"14297",14,82
"14298",0,27
"14299",37,62
"14300",112,109
"14301",132,1757
"14302",78,341
"14303",79,156
"14304",75,19
"14305",32,369
"14306",49,33
"14307",2,0
"14308",50,81
"14309",154,97
"14310",74,98
"14311",411,699
"14312",4,66
"14313",1,42
"14314",76,37
"14315",9,4
"14316",90,138
"14317",3,44
"14318",0,10
"14319",1,5
"14320",0,1
"14321",95,1992
"14322",16,64
"14323",3,41
"14324",11,15
"14325",54,93
"14326",26,89
"14327",120,1572
"14328",178,667
"14329",7,116
"14330",2,391
"14331",106,156
"14332",17,105
"14333",16,13
"14334",13,5
"14335",157,1689
"14336",3,16
"14337",7,16
"14338",2,2
"14339",0,2
"14340",12,112
"14341",1,1
"14342",0,7
"14343",0,5
"14344",1,2
"14345",14,294
"14346",14,114
"14347",29,61
"14348",132,12
"14349",35,18
"14350",550,150
"14351",5,21
"14352",29,95
"14353",2,6
"14354",21,189
"14355",40,108
"14356",3,16
"14357",7,24
"14358",187,50
"14359",19,380
"14360",1,0
"14361",15,4
"14362",0,10
"14363",63,99
"14364",32,319
"14365",55,22
"14366",3,15
"14367",135,751
"14368",11,11
"14369",6,55
"14370",1,13
"14371",6,22
"14372",251,198
"14373",1,3
"14374",2,3
"14375",109,347
"14376",77,604
"14377",103,661
"14378",103,153
"14379",315,702
"14380",1,7
"14381",38,1066
"14382",26,71
"14383",28,541
"14384",56,42
"14385",11,38
"14386",0,1
"14387",68,108
"14388",2,24
"14389",41,83
"14390",330,520
"14391",5,10
"14392",7,11
"14393",6,41
"14394",49,429
"14395",40,355
"14396",0,2
"14397",4,59
"14398",6,80
"14399",346,1729
"14400",175,2036
"14401",33,0
"14402",1,2
"14403",0,1
"14404",2,1
"14405",296,2512
"14406",3,8
"14407",8,48
"14408",122,103
"14409",18,63
"14410",3,2
"14411",3,19
"14412",10,29
"14413",0,32
"14414",5,32
"14415",4,147
"14416",213,237
"14417",0,5
"14418",86,10
"14419",14,3
"14420",5,21
"14421",183,1592
"14422",4,24
"14423",4,81
"14424",5,2
"14425",3,49
"14426",23,66
"14427",47,191
"14428",33,44
"14429",0,34
"14430",74,857
"14431",40,418
"14432",3,62
"14433",19,309
"14434",24,73
"14435",174,838
"14436",8,134
"14437",1,11
"14438",5,20
"14439",64,48
"14440",12,6
"14441",18,247
"14442",133,87
"14443",6,40
"14444",4,18
"14445",2,11
"14446",24,14
"14447",2,46
"14448",56,226
"14449",22,200
"14450",4,23
"14451",7,204
"14452",54,226
"14453",6,281
"14454",11,72
"14455",110,265
"14456",12,69
"14457",21,43
"14458",375,52
"14459",1,71
"14460",5,19
"14461",11,11
"14462",7,1
"14463",8,45
"14464",26,465
"14465",37,66
"14466",17,166
"14467",136,107
"14468",10,5
"14469",7,21
"14470",7,11
"14471",1,9
"14472",36,452
"14473",2,1
"14474",45,28
"14475",66,28
"14476",2,2
"14477",48,78
"14478",27,48
"14479",79,18
"14480",81,186
"14481",1038,2972
"14482",17,35
"14483",38,69
"14484",47,184
"14485",17,498
"14486",270,487
"14487",15,7
"14488",189,479
"14489",2,48
"14490",7,45
"14491",51,523
"14492",72,203
"14493",41,360
"14494",18,47
"14495",71,1007
"14496",85,94
"14497",32,239
"14498",61,39
"14499",4,11
"14500",19,52
"14501",89,91
"14502",15,328
"14503",15,5
"14504",0,7
"14505",20,159
"14506",22,36
"14507",180,288
"14508",0,9
"14509",1,7
"14510",63,607
"14511",0,8
"14512",37,837
"14513",55,472
"14514",81,83
"14515",3,78
"14516",20,593
"14517",7,54
"14518",30,36
"14519",31,256
"14520",153,1304
"14521",11,36
"14522",54,218
"14523",316,1916
"14524",7,12
"14525",32,14
"14526",365,767
"14527",12,0
"14528",58,1105
"14529",19,9
"14530",1,2
"14531",36,28
"14532",32,45
"14533",33,58
"14534",50,158
"14535",9,244
"14536",7,1
"14537",21,44
"14538",29,250
"14539",63,218
"14540",33,390
"14541",5,68
"14542",54,110
"14543",9,162
"14544",159,74
"14545",5,256
"14546",4,61
"14547",8,31
"14548",232,4154
"14549",2,13
"14550",30,335
"14551",65,172
"14552",0,5
"14553",1,22
"14554",49,1049
"14555",5,112
"14556",4,62
"14557",8,6
"14558",5,27
"14559",16,66
"14560",13,161
"14561",128,245
"14562",15,2
"14563",24,68
"14564",4286,2657
"14565",10,623
"14566",354,2426
"14567",88,403
"14568",82,1329
"14569",256,843
"14570",2,2
"14571",38,16
"14572",20,277
"14573",165,605
"14574",2,1
"14575",0,1
"14576",42,569
"14577",125,186
"14578",9,9
"14579",85,1604
"14580",7,9
"14581",34,57
"14582",25,31
"14583",9,7
"14584",25,10
"14585",19,157
"14586",13,6
"14587",153,289
"14588",202,392
"14589",27,60
"14590",21,35
"14591",31,72
"14592",174,55
"14593",8,18
"14594",4,433
"14595",0,12
"14596",62,478
"14597",132,135
"14598",2,20
"14599",13,5
"14600",42,41
"14601",4,16
"14602",3,19
"14603",27,42
"14604",58,157
"14605",32,93
"14606",4,228
"14607",60,504
"14608",2,41
"14609",0,3
"14610",171,105
"14611",29,38
"14612",149,352
"14613",8,13
"14614",7,82
"14615",79,562
"14616",1,5
"14617",42,230
"14618",25,75
"14619",69,132
"14620",91,57
"14621",32,6
"14622",3,11
"14623",17,15
"14624",32,64
"14625",1006,286
"14626",2,20
"14627",32,67
"14628",85,207
"14629",3,4
"14630",6,73
"14631",4,14
"14632",1,3
"14633",3,56
"14634",526,3541
"14635",5,4
"14636",0,1
"14637",129,45
"14638",24,43
"14639",3,26
"14640",216,257
"14641",1,3
"14642",7,40
"14643",26,69
"14644",4,26
"14645",25,265
"14646",29,203
"14647",10,97
"14648",18,118
"14649",14,89
"14650",2,1
"14651",21,40
"14652",7,146
"14653",17,65
"14654",28,84
"14655",4,2
"14656",10,97
"14657",401,1993
"14658",104,637
"14659",0,12
"14660",23,57
"14661",0,3
"14662",11,16
"14663",1,5
"14664",12,64
"14665",4,34
"14666",4,31
"14667",78,70
"14668",24,244
"14669",33,231
"14670",3,9
"14671",381,433
"14672",5,14
"14673",678,1138
"14674",7,87
"14675",53,84
"14676",100,180
"14677",7,127
"14678",27,10
"14679",131,42
"14680",94,704
"14681",172,1233
"14682",35,47
"14683",771,1563
"14684",9,134
"14685",15,18
"14686",14,3
"14687",93,334
"14688",18,14
"14689",25,114
"14690",19,25
"14691",64,173
"14692",0,3
"14693",17,198
"14694",1464,425
"14695",11,23
"14696",84,71
"14697",12,2
"14698",25,83
"14699",2,7
"14700",7,11
"14701",1,3
"14702",107,1790
"14703",14,270
"14704",4,1
"14705",825,1429
"14706",0,2
"14707",9,19
"14708",17,101
"14709",53,675
"14710",637,924
"14711",0,2
"14712",32,73
"14713",12,169
"14714",27,13
"14715",6,27
"14716",43,66
"14717",81,393
"14718",122,931
"14719",38,20
"14720",7,76
"14721",2,4
"14722",51,13
"14723",32,4
"14724",2,13
"14725",3,3
"14726",838,1482
"14727",3,1
"14728",14,12
"14729",1,1
"14730",5,12
"14731",159,70
"14732",10,593
"14733",0,1
"14734",91,236
"14735",3,7
"14736",227,1324
"14737",12,22
"14738",19,73
"14739",197,13
"14740",5,34
"14741",31,137
"14742",14,56
"14743",25,189
"14744",11,80
"14745",8,160
"14746",17,231
"14747",205,447
"14748",22,107
"14749",168,17
"14750",3,9
"14751",8,50
"14752",100,243
"14753",749,301
"14754",400,904
"14755",11,74
"14756",150,873
"14757",84,1403
"14758",176,394
"14759",16,32
"14760",111,38
"14761",6,8
"14762",212,1050
"14763",32,76
"14764",3,11
"14765",18,11
"14766",2,12
"14767",50,492
"14768",41,168
"14769",115,13
"14770",26,522
"14771",1,7
"14772",162,266
"14773",0,3
"14774",343,643
"14775",6,51
"14776",0,2
"14777",1,9
"14778",217,576
"14779",34,76
"14780",20,4
"14781",1,1
"14782",33,1213
"14783",75,7
"14784",11,37
"14785",39,26
"14786",18,255
"14787",2,153
"14788",32,51
"14789",0,7
"14790",3,9
"14791",5,25
"14792",9,5
"14793",0,11
"14794",5,23
"14795",96,88
"14796",66,102
"14797",6,105
"14798",5,4
"14799",4,34
"14800",250,260
"14801",1,6
"14802",5,19
"14803",38,26
"14804",104,234
"14805",2,4
"14806",13,35
"14807",2,20
"14808",32,92
"14809",13,6
"14810",50,192
"14811",23,35
"14812",79,157
"14813",1,8
"14814",24,18
"14815",6,26
"14816",0,1
"14817",0,2
"14818",33,1970
"14819",37,21
"14820",32,73
"14821",123,221
"14822",148,176
"14823",23,81
"14824",101,1752
"14825",179,526
"14826",19,77
"14827",167,131
"14828",9,312
"14829",2,49
"14830",17,22
"14831",240,2780
"14832",0,1
"14833",9,24
"14834",4,4
"14835",34,106
"14836",12,38
"14837",52,6
"14838",0,15
"14839",93,92
"14840",54,417
"14841",103,704
"14842",8,10
"14843",46,9
"14844",23,93
"14845",8,38
"14846",8,2
"14847",4,23
"14848",0,4
"14849",92,41
"14850",24,104
"14851",8,16
"14852",7,125
"14853",9,521
"14854",22,9
"14855",11,24
"14856",60,705
"14857",18,51
"14858",99,52
"14859",14,120
"14860",2,12
"14861",205,165
"14862",2,4
"14863",322,1699
"14864",8,45
"14865",63,140
"14866",140,424
"14867",58,110
"14868",1,8
"14869",251,507
"14870",2570,1362
"14871",26,82
"14872",7,7
"14873",85,253
"14874",202,1266
"14875",194,2947
"14876",1,3
"14877",4,10
"14878",12,336
"14879",142,132
"14880",553,1881
"14881",49,317
"14882",18,200
"14883",20,4
"14884",24,255
"14885",1,1
"14886",11,41
"14887",107,307
"14888",0,3
"14889",42,258
"14890",1,15
"14891",17,98
"14892",3,37
"14893",490,524
"14894",85,130
"14895",463,759
"14896",2,0
"14897",6,17
"14898",41,68
"14899",14,14
"14900",25,66
"14901",151,2239
"14902",28,162
"14903",161,212
"14904",27,2
"14905",19,74
"14906",7,17
"14907",75,509
"14908",127,202
"14909",249,613
"14910",1,1
"14911",96,1553
"14912",7,11
"14913",5,10
"14914",130,578
"14915",0,5
"14916",5,2
"14917",3676,5769
"14918",3,6
"14919",40,23
"14920",0,3
"14921",33,355
"14922",270,370
"14923",29,255
"14924",73,1235
"14925",14,61
"14926",22,523
"14927",0,1
"14928",72,8
"14929",1,21
"14930",35,63
"14931",73,99
"14932",3,0
"14933",7,57
"14934",160,332
"14935",11,34
"14936",9,8
"14937",9,2
"14938",17,137
"14939",212,588
"14940",7,16
"14941",33,81
"14942",138,734
"14943",7,3
"14944",9,117
"14945",0,1
"14946",1,19
"14947",10,40
"14948",64,125
"14949",21,138
"14950",38,139
"14951",6,18
"14952",3,11
"14953",1,3
"14954",2,17
"14955",375,1147
"14956",1,4
"14957",56,237
"14958",134,173
"14959",34,34
"14960",116,865
"14961",1,11
"14962",3,16
"14963",164,92
"14964",5,6
"14965",1,13
"14966",14,21
"14967",598,1843
"14968",36,505
"14969",155,382
"14970",74,205
"14971",94,115
"14972",22,124
"14973",3,10
"14974",16,116
"14975",13,14
"14976",0,6
"14977",41,167
"14978",223,286
"14979",165,992
"14980",5,6
"14981",17,53
"14982",5,4
"14983",25,147
"14984",7,13
"14985",10,69
"14986",121,272
"14987",105,167
"14988",11,14
"14989",38,11
"14990",143,48
"14991",7,71
"14992",94,279
"14993",5,3
"14994",14,82
"14995",9,99
"14996",17,332
"14997",27,31
"14998",3,20
"14999",61,29
"15000",1,12
"15001",22,158
"15002",1,2
"15003",22,24
"15004",259,838
"15005",2,8
"15006",53,9
"15007",5,4
"15008",9,13
"15009",2,27
"15010",86,51
"15011",3,8
"15012",13,45
"15013",2,15
"15014",4,31
"15015",15,1
"15016",4,75
"15017",1,7
"15018",6,25
"15019",7,140
"15020",33,53
"15021",59,24
"15022",5,31
"15023",69,335
"15024",63,487
"15025",2,11
"15026",15,2
"15027",49,119
"15028",24,126
"15029",18,9
"15030",7,25
"15031",116,53
"15032",2,12
"15033",5,6
"15034",57,66
"15035",38,59
"15036",40,54
"15037",12,19
"15038",61,628
"15039",10,20
"15040",20,130
"15041",0,4
"15042",6,14
"15043",1,9
"15044",67,161
"15045",11,22
"15046",2,43
"15047",18,22
"15048",5,8
"15049",9,54
"15050",4,6
"15051",19,36
"15052",9,28
"15053",11,16
"15054",69,32
"15055",48,179
"15056",139,1295
"15057",119,466
"15058",12,106
"15059",33,459
"15060",4,27
"15061",14,42
"15062",32,38
"15063",19,2
"15064",5,41
"15065",16,134
"15066",23,111
"15067",65,113
"15068",2,1
"15069",3,0
"15070",1,10
"15071",202,419
"15072",57,49
"15073",68,226
"15074",167,673
"15075",61,134
"15076",15,26
"15077",143,192
"15078",73,227
"15079",103,63
"15080",41,119
"15081",4,3
"15082",2,11
"15083",4,3
"15084",40,75
"15085",135,921
"15086",109,351
"15087",9,5
"15088",47,79
"15089",0,2
"15090",10,18
"15091",3,6
"15092",4,67
"15093",19,372
"15094",5,6
"15095",4,16
"15096",12,8
"15097",11,66
"15098",136,923
"15099",60,164
"15100",23,448
"15101",234,258
"15102",10,4
"15103",1,4
"15104",21,16
"15105",12,28
"15106",19,76
"15107",84,84
"15108",59,166
"15109",52,1514
"15110",81,820
"15111",16,56
"15112",3,8
"15113",4,39
"15114",4,59
"15115",64,550
"15116",1,4
"15117",38,930
"15118",22,323
"15119",224,196
"15120",1,5
"15121",16,189
"15122",1,12
"15123",8,4
"15124",2,4
"15125",1,2
"15126",12,23
"15127",8,36
"15128",19,154
"15129",2,16
"15130",2,2
"15131",8,7
"15132",118,169
"15133",4,22
"15134",13,35
"15135",1,20
"15136",30,80
"15137",37,547
"15138",40,520
"15139",149,242
"15140",24,96
"15141",0,1
"15142",285,60
"15143",2,15
"15144",1,0
"15145",19,189
"15146",53,453
"15147",95,177
"15148",2,5
"15149",7,14
"15150",26,390
"15151",71,39
"15152",233,106
"15153",19,27
"15154",6,134
"15155",121,662
"15156",2,22
"15157",38,28
"15158",20,194
"15159",4,72
"15160",3,7
"15161",4,24
"15162",0,3
"15163",26,32
"15164",10,6
"15165",1,32
"15166",352,47
"15167",3,98
"15168",950,705
"15169",466,385
"15170",76,201
"15171",685,60
"15172",10,22
"15173",3,48
"15174",220,248
"15175",2,5
"15176",2,0
"15177",58,85
"15178",50,10
"15179",5,32
"15180",1,61
"15181",170,13
"15182",29,79
"15183",13,48
"15184",5,27
"15185",3,95
"15186",126,262
"15187",1,10
"15188",2,125
"15189",5,3
"15190",8,2
"15191",0,47
"15192",16,399
"15193",0,5
"15194",21,11
"15195",29,53
"15196",3,11
"15197",24,34
"15198",52,3
"15199",14,62
"15200",8,10
"15201",0,2
"15202",52,1593
"15203",359,1349
"15204",12,24
"15205",3,30
"15206",15,182
"15207",1,1
"15208",17,19
"15209",166,221
"15210",1,2
"15211",645,21
"15212",67,1197
"15213",12,46
"15214",178,323
"15215",45,387
"15216",1,0
"15217",4,5
"15218",15,43
"15219",35,48
"15220",7,9
"15221",10,40
"15222",8,4
"15223",7,3
"15224",0,4
"15225",83,165
"15226",3,72
"15227",0,2
"15228",19,51
"15229",8,17
"15230",76,79
"15231",15,225
"15232",17,182
"15233",354,159
"15234",69,987
"15235",97,66
"15236",63,566
"15237",6,64
"15238",469,544
"15239",31,42
"15240",11,43
"15241",13,193
"15242",3,12
"15243",29,82
"15244",29,38
"15245",2,6
"15246",43,635
"15247",13,128
"15248",20,430
"15249",5,59
"15250",5,55
"15251",13,30
"15252",4,13
"15253",57,90
"15254",277,692
"15255",0,5
"15256",4,1
"15257",64,39
"15258",4,11
"15259",34,73
"15260",39,343
"15261",2,1
"15262",81,519
"15263",2,7
"15264",299,2981
"15265",7,26
"15266",0,2
"15267",4,7
"15268",6,247
"15269",26,22
"15270",20,20
"15271",139,515
"15272",12,34
"15273",3,8
"15274",16,257
"15275",85,243
"15276",3,0
"15277",1,4
"15278",70,819
"15279",40,355
"15280",1,7
"15281",528,1146
"15282",20,0
"15283",1177,374
"15284",20,60
"15285",49,47
"15286",30,29
"15287",3,11
"15288",63,82
"15289",3,4
"15290",25,992
"15291",404,1628
"15292",490,1049
"15293",30,86
"15294",0,1
"15295",30,325
"15296",43,903
"15297",3,10
"15298",25,16
"15299",7,14
"15300",15,13
"15301",32,21
"15302",3,5
"15303",5,33
"15304",51,6
"15305",2,20
"15306",100,342
"15307",9,153
"15308",361,1692
"15309",202,77
"15310",3,11
"15311",11,8
"15312",16,92
"15313",2,4
"15314",17,146
"15315",22,242
"15316",184,140
"15317",47,22
"15318",3,13
"15319",71,109
"15320",19,22
"15321",82,1326
"15322",1094,141
"15323",41,64
"15324",75,782
"15325",44,625
"15326",34,884
"15327",19,21
"15328",5,7
"15329",160,355
"15330",93,512
"15331",124,34
"15332",5,99
"15333",3,3
"15334",2,44
"15335",2,10
"15336",373,448
"15337",217,11
"15338",231,286
"15339",116,146
"15340",22,16
"15341",10,105
"15342",13,46
"15343",57,309
"15344",3,8
"15345",2,3
"15346",4,96
"15347",19,30
"15348",15,83
"15349",3,34
"15350",611,149
"15351",5,19
"15352",2,5
"15353",61,246
"15354",239,870
"15355",17,113
"15356",1,17
"15357",83,18
"15358",16,276
"15359",364,494
"15360",452,286
"15361",96,119
"15362",21,57
"15363",68,9
"15364",2,3
"15365",115,299
"15366",3,1
"15367",642,127
"15368",25,94
"15369",17,7
"15370",10,25
"15371",115,306
"15372",87,881
"15373",6,19
"15374",4,5
"15375",5,16
"15376",21,29
"15377",21,71
"15378",1,16
"15379",44,42
"15380",85,29
"15381",47,663
"15382",18,22
"15383",19,290
"15384",92,82
"15385",11,256
"15386",69,24
"15387",4,7
"15388",12,58
"15389",1,9
"15390",12,16
"15391",193,236
"15392",30,88
"15393",128,78
"15394",33,38
"15395",8,58
"15396",83,139
"15397",21,58
"15398",0,6
"15399",58,1122
"15400",42,56
"15401",0,11
"15402",2,6
"15403",23,30
"15404",3,15
"15405",8,38
"15406",108,536
"15407",0,10
"15408",200,910
"15409",44,21
"15410",13,41
"15411",30,169
"15412",360,55
"15413",4,94
"15414",16,118
"15415",19,232
"15416",95,366
"15417",28,3
"15418",14,12
"15419",64,197
"15420",2,0
"15421",1,10
"15422",19,42
"15423",1,9
"15424",35,514
"15425",62,131
"15426",20,87
"15427",463,3465
"15428",78,77
"15429",8,12
"15430",289,100
"15431",8,1
"15432",1,2
"15433",2,0
"15434",199,5
"15435",0,2
"15436",56,250
"15437",1,12
"15438",16,22
"15439",11,4
"15440",2,16
"15441",15,60
"15442",29,40
"15443",26,142
"15444",325,5842
"15445",3,11
"15446",41,206
"15447",0,8
"15448",0,2
"15449",138,716
"15450",119,315
"15451",8,53
"15452",17,63
"15453",1,58
"15454",306,2724
"15455",26,3
"15456",22,17
"15457",8,8
"15458",3,17
"15459",25,98
"15460",137,157
"15461",252,103
"15462",3,186
"15463",2,49
"15464",58,155
"15465",9,67
"15466",41,191
"15467",284,408
"15468",4,27
"15469",6,0
"15470",92,15
"15471",19,1017
"15472",34,80
"15473",7,109
"15474",88,981
"15475",6,9
"15476",1,1
"15477",2,40
"15478",6,7
"15479",6,33
"15480",15,32
"15481",70,1609
"15482",75,14
"15483",57,96
"15484",25,630
"15485",2,1
"15486",125,222
"15487",22,78
"15488",5,0
"15489",47,77
"15490",0,5
"15491",20,154
"15492",3,5
"15493",20,27
"15494",11,32
"15495",9,23
"15496",1172,5280
"15497",78,709
"15498",4,4
"15499",9,11
"15500",470,2082
"15501",27,144
"15502",1,19
"15503",144,12
"15504",18,255
"15505",66,203
"15506",0,1
"15507",6,35
"15508",24,37
"15509",20,259
"15510",796,68
"15511",25,138
"15512",29,31
"15513",14,70
"15514",23,121
"15515",3,10
"15516",24,121
"15517",41,86
"15518",29,7
"15519",114,278
"15520",49,27
"15521",265,625
"15522",37,27
"15523",13,54
"15524",12,55
"15525",125,706
"15526",143,370
"15527",67,188
"15528",5,14
"15529",2,67
"15530",27,117
"15531",17,25
"15532",3,58
"15533",0,44
"15534",44,72
"15535",19,0
"15536",92,146
"15537",19,352
"15538",16,78
"15539",18,153
"15540",334,430
"15541",161,716
"15542",1,4
"15543",37,274
"15544",166,1181
"15545",49,21
"15546",73,115
"15547",0,4
"15548",1,14
"15549",2,31
"15550",2,30
"15551",35,102
"15552",20,259
"15553",34,145
"15554",16,2
"15555",216,574
"15556",3,13
"15557",126,19
"15558",31,72
"15559",9,34
"15560",6,54
"15561",35,79
"15562",6,23
"15563",48,130
"15564",0,5
"15565",4,9
"15566",29,18
"15567",2,3
"15568",38,460
"15569",22,40
"15570",108,24
"15571",79,256
"15572",84,131
"15573",65,131
"15574",25,16
"15575",22,236
"15576",34,688
"15577",50,75
"15578",9,11
"15579",96,73
"15580",4,15
"15581",3,325
"15582",229,183
"15583",51,59
"15584",40,13
"15585",63,65
"15586",8,113
"15587",10,16
"15588",34,132
"15589",0,1
"15590",4,10
"15591",5,17
"15592",42,283
"15593",164,356
"15594",31,11
"15595",0,8
"15596",53,60
"15597",10,10
"15598",45,117
"15599",34,114
"15600",1,4
"15601",13,4
"15602",294,583
"15603",6,13
"15604",244,529
"15605",3,16
"15606",4,6
"15607",27,16
"15608",4,0
"15609",11,101
"15610",140,41
"15611",8,8
"15612",26,369
"15613",3,3
"15614",2,36
"15615",6,15
"15616",66,79
"15617",145,1186
"15618",10,16
"15619",17,119
"15620",65,22
"15621",5,44
"15622",18,12
"15623",12,285
"15624",2,17
"15625",26,2
"15626",166,534
"15627",16,32
"15628",19,14
"15629",5,8
"15630",247,955
"15631",6,25
"15632",0,5
"15633",2,6
"15634",10,13
"15635",27,91
"15636",117,1467
"15637",45,39
"15638",2,5
"15639",485,745
"15640",0,37
"15641",42,1492
"15642",35,505
"15643",9,131
"15644",74,290
"15645",7,57
"15646",3,10
"15647",18,172
"15648",25,231
"15649",5,7
"15650",97,54
"15651",58,618
"15652",25,71
"15653",31,179
"15654",49,821
"15655",35,648
"15656",1,43
"15657",3,14
"15658",3,8
"15659",16,377
"15660",17,76
"15661",11,23
"15662",18,113
"15663",4,52
"15664",7,81
"15665",57,1246
"15666",14,39
"15667",77,1450
"15668",362,3025
"15669",91,15
"15670",91,125
"15671",284,1447
"15672",10,12
"15673",12,625
"15674",61,932
"15675",18,199
"15676",120,85
"15677",4,7
"15678",23,9
"15679",81,149
"15680",6,13
"15681",29,38
"15682",124,5372
"15683",41,619
"15684",21,72
"15685",21,254
"15686",0,13
"15687",1,4
"15688",59,158
"15689",74,349
"15690",61,129
"15691",11,46
"15692",6,3
"15693",246,739
"15694",8,8
"15695",51,83
"15696",126,120
"15697",8,19
"15698",4,19
"15699",2,16
"15700",15,63
"15701",18,490
"15702",2,2
"15703",94,219
"15704",34,15
"15705",362,2880
"15706",2,76
"15707",0,97
"15708",36,615
"15709",9,26
"15710",3,13
"15711",28,5
"15712",23,415
"15713",50,245
"15714",5,96
"15715",79,372
"15716",7,6
"15717",33,45
"15718",4,14
"15719",0,1
"15720",26,159
"15721",50,31
"15722",32,458
"15723",33,241
"15724",2,13
"15725",10,38
"15726",48,6
"15727",0,3
"15728",419,1163
"15729",15,25
"15730",20,53
"15731",11,40
"15732",9,23
"15733",23,11
"15734",6,14
"15735",46,1199
"15736",1,9
"15737",77,178
"15738",12,65
"15739",72,967
"15740",119,18
"15741",23,52
"15742",0,13
"15743",1,3
"15744",2,1
"15745",0,1
"15746",0,3
"15747",38,12
"15748",5,59
"15749",158,286
"15750",191,145
"15751",67,1416
"15752",104,25
"15753",7,96
"15754",1,29
"15755",1,4
"15756",132,1325
"15757",14,2
"15758",37,181
"15759",2,14
"15760",3,3
"15761",485,3709
"15762",57,42
"15763",7,16
"15764",15,50
"15765",18,14
"15766",3,8
"15767",71,617
"15768",15,342
"15769",5,6
"15770",8,32
"15771",21,23
"15772",4,29
"15773",2,1
"15774",44,759
"15775",21,91
"15776",34,272
"15777",3,6
"15778",17,138
"15779",101,1051
"15780",15,47
"15781",26,140
"15782",48,45
"15783",2,19
"15784",2,2
"15785",2,15
"15786",71,219
"15787",74,1214
"15788",423,27
"15789",11,151
"15790",0,4
